text,label
What is color ?,7
What is Dr. Ruth 's last name ?,4
What enigmatic U.S. vice president was once tried and acquitted for treason in a plot to set up his own independent empire in the West ?,4
Where can I find the history of the Hungarian language ?,14
What animal migrates the farthest ?,2
Who reports the weather on the `` Good Morning America '' television show ?,4
What Australian city became the home of the America 's Cup ?,21
What party was Winston Churchill a member of ?,5
Who made the rotary engine automobile ?,5
Who invented the toothbrush ?,4
How does a glacier form ?,0
How many James Bond novels are there ?,13
What continent pushes up the Executive Committee mountain range ?,14
What was the name of the cook on Rawhide ?,4
Who made the first airplane ?,5
What auto race was Wilbur Reed the first to win three times ?,29
What are the cookies in Internet ?,7
What first name was Nipsy Russell given at birth ?,4
What is dry ice ?,7
What Lewis Carroll book introduced Humpty Dumpty to the world ?,1
Ray Charles is best known for playing what instrument ?,33
What 's the sacred river of India ?,14
"What is the current population for these countries : France , Spain , Italy , Greece , Austria , Germany , Switzerland , the Netherlands ?",13
Who is Coronado ?,12
Who gave Abbie Hoffman his first dose of LSD ?,4
Who played Emperor Palpatine in Star Wars ?,4
Where does dew come from ?,14
Approximately how much does a teaspoon of matter weigh in a black hole ?,45
In what year did Ireland elect its first woman president ?,8
"What product `` doubles your pleasure , doubles your fun '' ?",26
How do you get bubblegum out of carpet ?,0
What former African leader held his country 's boxing title for nine years ?,4
What North American city would you visit to see Cleopatra 's Needle ?,21
What are all the rivers in Europe ?,14
When were camcorders introduced in Malaysia ?,8
Why is the development of space so important ?,9
Who earns their money the hard way ?,4
What is the name of the dog on the Cracker Jack box ?,2
How many sides does a heptagon have ?,13
What is porphyria ?,7
Where is the Henry Ford Museum ?,14
What 's the No. 1 killer in industrialized countries ?,14
How many copies of an album must be sold for it to be a gold album ?,13
Where is the largest post office building in the world ?,14
Who was the first Holy Roman Emperor ?,4
When are sheep shorn ?,8
What 4-foot-9 actress in 1984 became the first performer to win an Oscar for playing a character of the opposite sex ?,4
"What are the 7 principles of learning from the Institute for Research on Learning , IRL ?",31
Who advised listeners to `` see the U.S.A. in your Chevrolet '' ?,4
What astronomer-architect designed the present St. Paul 's Cathedral in London ?,4
"What U.S. Congressman said : `` Keep the faith , baby '' .",4
How many people die from tuberculosis each year ?,13
What 's the fifth-largest country in the world ?,18
What is fiber in food ?,7
What does a teaspoon of matter weigh in a black hole ?,45
What causes someone to be ticklish ?,9
What was the first Sam Spade novel ?,1
What is the largest lake in North America ?,14
Where does the U.S. rank among world countries in area ?,43
How big is the largest diamond ?,32
What is the Taj Majal made of ?,28
What incident caused the canning of a summit conference between Eisenhower and Khrushchev ?,9
"Who was the first American poet to win the Nobel Prize for literature , in 1948 ?",4
"Who wrote the song , `` Stardust '' ?",4
What are the capital cities of the two large countries that occupy the Iberian peninsula in Europe ?,21
How many cullions does a male have ?,13
Who received the Will Rogers Award in 1989 ?,4
What time of year is air travel the heaviest ?,8
Approximately how many students are enrolled at the University of Massachusetts ?,13
What is the first day of the week ?,8
"What blew up at Lakehurst , New Jersey , on May 6 , 1977 ?",14
What stadium do the Miami Dolphins play their home games in ?,14
Who was the star of the 1965 Broadway hit Golden Boy ?,4
How long was the TV mission of Star Trek 's Enterprise to be ?,27
What are the limits to `` self-defense ? '',12
What is Greek pita ?,7
How many varieties of apple are there ?,13
What does a chairbound basophobic fear ?,14
What U.S. state lived under six flags ?,11
What determines the value of the pearl ?,14
What is the meaning of `` CPR '' ?,7
What is a virtual IP address ?,7
What U.S. state has sagebrush as its state flower ?,11
What is the origin of the term `` The Brooklyn Side '' in bowling ?,12
What is Archimedes famous for ?,9
Who 's The King of Swing ?,4
What feminist wrote Sexual Politics and Flying ?,4
What group asked the musical question Do You Believe in Magic ?,5
What is the leading pecan and peanut growing state ?,11
What did the Congress of Vienna establish ?,14
How do you use `` farther '' as opposed to `` further '' ?,0
Who are the nomadic hunting and gathering tribe of the Kalahari Desert in Africa ?,5
Which one of the Great Lakes is entirely within U.S. territory ?,14
What year did Montana become a state ?,8
Which of the following was Rhodes Scholar ?,4
What football coach 's story was told in the movie Run to Daylight ?,4
How is the new Ford Econoline van F25 V1 engine ?,0
What country 's capital is Lagos ?,18
What did Andy Hardy 's father do for a living ?,6
What chapter of the Bible has the most verses ?,43
In what area of the world was the Six Day War fought ?,14
What book did Aaron Hass write ?,1
Who was Maria Theresa ?,12
What 1915 film was the first to gross $5 million ?,1
What apostle is Taylor Caldwell 's Great Lion of God ?,4
Name of the powerful white trader in Conrad 's `` Heart of Darkness '' ?,4
How many Superbowls have the ers won ?,13
"Who wrote the bestselling Missionary Travels and Researches in South Africa , published in 1857 ?",4
Hitler came to power in Germany in what year ?,8
Who invented batteries ?,4
How many stars are there on the Soviet Union 's flag ?,13
What is a fear of sinning ?,23
Who was the first jockey to ride two Triple Crown winners ?,4
Which Doonesbury character was likely to turn into a werewolf ?,4
When is the Jimmy Buffett concert coming to the E center in Camden NJ ?,8
Where is Qatar ?,14
"What beer tells us , `` Grab all the gusto you can get . '' ?",17
What is the telephone number for the University of Kentucky ?,39
Where is the Keck telescope ?,14
Define Spumante .,7
What is the only substance that gives food its `` taste '' when eaten ?,28
What is the name of the chronic neurological autoimmune disease which attacks the protein sheath that surrounds nerve cells causing a gradual loss of movement in the body ?,23
How do I get another city 's newspaper ?,0
What is multimedia ?,7
How do you say 2 in Latin ?,20
What animal has been called The Poor Man 's Cow ?,2
What is a fear of ruin ?,23
What is the origin of the Christmas tree ?,12
What is the origin of the word `` attic '' ?,12
What kind of nuts are used in marzipan ?,17
What was the name of Robert Fulton 's most famous steamboat ?,44
What was the highest mountain on earth before Mount Everest was discovered ?,24
What is a rhomboideus minor ?,7
What is a stratocaster ?,7
What is the population of the United States ?,14
What is California 's state bird ?,2
What are all the different types of pizza ?,17
How do chickens have baby chicks ?,0
In what country is a stuck-out tongue a friendly greeting ?,18
What are the ten safest American cities for pedestrians ?,21
What cathedral was Thomas Becket murdered in ?,14
What 's the most popular form of gambling with women in Las Vegas ?,29
What is the origin of U.S. Army sergeant 's stripes ?,12
What are the odds of giving birth to twins ?,38
What American poet wrote : `` Good fences make good neighbors '' ?,4
What is a fear of machinery ?,23
What dumb-but-loveable character did Maurice Gosfield play on The Phil Silvers Show ?,4
Where is Ocho Rios ?,14
Name a golf course in Myrtle Beach .,14
Who won a Pulitzer Prize for his novel The Caine Mutiny ?,4
How long is Camptown Racetrack ?,40
"How much would a black-and-white 1-cent stamp be worth , Thomas Jefferson on it , ?",25
What are tourist attractions in Reims ?,14
"What was Mao , the Chinese leader 's , full name ?",4
What European city do Nicois live in ?,21
Who wrote ` Hamlet ' ?,4
What chapter of Gone with the Wind has Rhett Butler leaving Scarlett O 'Hara ?,43
What heavyweight boxer was known as The Wild Bull of the Pampas ?,4
How many miles of veins are in the circulatory system ?,13
Who was the lawyer for Randy Craft ?,4
What country was Erich Honecker the leader of ?,18
Who is section manager for guidance and control systems at JPL ?,4
What was the business of the animated Sky Hawks ?,5
What year was Desmond Mpilo Tutu awarded the Nobel Peace Prize ?,8
Where is the Smithsonian Institute located ?,14
What is the average time it takes for a male to ejaculate ?,27
Where can I find book reviews of `` Turbulent Souls '' ?,14
What are some colorful flowers that will bloom in the fall in New England ?,30
Why didn 't European colonial rule spread until after the first and second industrial revolutions ?,9
"What indoor sport saw the Phoenix Inferno become the Phoenix Pride on July 14 , 1983 , when the temperature hit 111 degrees ?",29
What century 's the setting for TV 's The Adventures of Robin Hood ?,8
What is a fear of reptiles ?,23
Who are the top 10 richest people in the world ?,4
What holidays or observances are celebrated in Italy ?,10
What is a `` USB '' port on a computer ?,3
"When did Lucelly Garcia , a former ambassador of Columbia to Honduras , die ?",8
On what river is Rome built ?,14
What Peruvian city is home to the mummified body of Francisco Pizarro ?,21
What are the first names of the famous husband-and-wife acting team of Lunt and Fontanne ?,4
How do I find a city if I have the area code ?,0
What country 's royal house is Bourbon-Parma ?,18
When is Dick Clark 's birthday ?,8
What 's an easy way to count the approximate number of fish in a lake ?,31
Who won World War II ?,4
What happens to the female body with lack of sleep and food ?,12
Name four comic strips about pilots .,1
What classical Spanish writer warned : `` All that glitters is not gold '' ?,4
What Rocky Mountain ridge separates North America 's eastward and westward-flowing rivers ?,24
How does the speed the magnet spins in a generator affect the output of the generator ?,0
When did Mount St. Helen last have a major eruption ?,8
"When did President Kennedy , Lee Harvey Oswald , and Jack Ruby all die ?",8
Where could I go to take a ride on a steam locomotive ?,14
What product did William Horlick discover and produce ?,26
What are the Poconos ?,7
How do you pronounce `` Tzimisce '' ?,0
Who did Bobby Fischer beat to win the world chess championship ?,4
What is cosmology ?,7
Where do quality drinks begin ?,14
What is the chemical reactivity of argon ?,14
How much did Varian Associates try to sell its vacuum products division to the BOC group for ?,25
Who was the author of `` John Brown 's Body '' ?,4
What comedian has a legendary reputation for stealing jokes ?,4
What kind of animals were in the Paleozoic era ?,2
Where is the world championship sled dog race held each February ?,14
What two body parts grow all your life ?,22
What was the rallying cry of the early American revolutionaries ?,12
What are Christopher Marlowe 's and Shakespeare 's literary contributions to English literature ?,12
What does NASDAQ stand for ?,3
What is the definition of cecum ?,7
When was the first railroad from the east coast to the west coast completed ?,8
What cocktail inspired John Doxat to write the book Stirred-Not Shaken ?,17
What is the chromosome number of an elephant ?,14
What is the meaning of `` subaru ? '',7
How many islands does Fiji have ?,13
How much does a poodle weigh ?,45
"How long is the world 's largest ship , in meters ?",40
Which organization is the Security Council a part of ?,5
What ice creams contain seaweed ?,17
What 's the name of the tiger that advertises for Frosted Flakes cereal ?,2
Which Kevin Costner movie involves the Sioux Indians ?,1
What is an isthmus ?,7
How many Canadians emmigrate each year ?,13
Who domesticated the wild turkey ?,4
Who portrayed the title character in the film The Day of the Jackal ?,4
How many revolutions does a standard LP make in three minutes ?,13
How do you recognize anorexia ?,0
Where is the official `` zero '' of the sea level ?,14
What did the Seven Dwarfs do for a living ?,6
In what high-risk business venture did Jimmy the Greek bet and lose ?,5
Where can I get cotton textiles importer details ?,14
What is Columbia Tristar 's phone number ?,39
What is the first book of the Old Testament ?,1
What is the nickname of the Cleveland Indians ?,20
What are some good medical sites for information ?,14
What kinds of animals are in Cambodia ?,2
Where is McCarren Airport located ?,14
CNN began broadcasting in what year ?,8
Which of the following did not receive a 1983 `` Outstanding Mother Award '' from the National Mother 's Day Committee ?,4
The Orange Bowl is in what city ?,21
What is the acronym for the rating system for air conditioner efficiency ?,34
How many questions do you have on your database ?,13
What does verdandi mean ?,7
Who is Archie Bunker 's son-in-law ?,4
What is the name given to a group of geese ?,2
"What are vermicilli , rigati , zitoni , and tubetti ?",7
What are John C. Calhoun and Henry Clay known as ?,20
Where did Bill Gates go to college ?,14
Which Beatles disc cover honors the Rolling Stones ?,1
What year was the NAACP founded ?,8
Who lived on the shores of the Gitchee Gumee River ?,4
What 's men 's par on a 455-yard golf hole ?,14
Where is the massive North Korean nuclear complex located ?,14
What Good Little Witch is Casper 's girlfriend ?,4
What is being done about the millennium bug ?,7
What future movie treat was introduced to American colonists in 1603 by Native Americans ?,17
"What new middle school was built in Philadelphia , Pennsylvania last year ?",5
What is a fear of water ?,23
How can I find out my Moon sign ?,0
How is plastic made ?,0
How many colored squares are there on a Rubik 's Cube ?,13
In what year did the Bounty mutiny happen ?,8
"Who was in Death of a Salesman original movie , not 1985 ?",4
What is a fear of cold ?,23
When was the USSR dissolved ?,8
"What magazine paid $5 , 000 for an eight-millimeter film of John F. Kennedy 's assassination ?",1
How many Gutenberg Bibles are there ?,13
How did the 7th inning stretch get started ?,0
How does rabies spread ?,0
Why do rooftops give off steam after a big rainstorm ?,9
What is the history of `` the toast '' ?,12
What did the Confederate Constitution say about slavery ?,12
How does a chick breathe inside an egg ?,0
How big is Australia ?,32
What predators exist on Antarctica ?,2
What does the word LASER mean ?,3
How many species of sharks are there ?,13
Where is one 's corpus callosum found ?,14
Who is the leading competitor of Trans Union Company ?,5
How do you throw a housewarming party ?,0
What TV series features the adventures of a married couple named Jonathan and Jennifer ?,1
What does the word affiant mean ?,7
How many people are there in the world ?,13
Where can I get information concerning child custody files for the State of Utah ?,14
What chapter of Gone with the Wind has Rhett Butler leaving Scarlett O 'Hara ?,43
What sea separates Naples and Algiers ?,14
What is `` the great American family cereal '' ?,17
What people make up half the Soviet Union 's population ?,5
What is a gandy dancer ?,7
Who portrayed Dracula in Hammer Studios ' films ?,4
What is prepared mustard ?,7
What U.S. state borders Illinois to the north ?,11
What singer sings `` Oh Boy '' ?,4
What war did Johnny Reb and Billy Yank fight ?,10
Shea and Gould closed their Los Angeles office for what reason ?,9
What is Occam 's Razor ?,7
Where is the Mayo Clinic ?,14
What ever happened to the once popular Yale Lock Company ?,12
What are the seven seas ?,14
What was Queen Victoria 's title regarding India ?,6
What is BPH ?,3
Who asked the musical question : `` Have you ever been to electric lady land ? '',4
Who was the author of the famous fairy tale `` Snow White and Seven Dwarfs '' ?,4
What 's the International Lawn Tennis Challenge Trophy usually called ?,20
When was the G7 group of nations formed ?,8
How can I get a CCT diagram ?,0
Who was the last woman executed in England ?,4
"What day is August 13 , 1971 ?",8
What are the Baltic States ?,7
What country is Kosovo a part of ?,18
Where have the most dinosaur remains been found ?,14
Italy is the largest producer of what ?,26
What color are tennis balls ?,19
What was John Steinbeck 's travelling companion Charley ?,14
What is the name of the 1919 occurrence in which British troops killed over 3 unarmed Indian protestors ?,10
What does Larry King do for a living ?,6
What William Makepeace Thackeray novel was made into a film by Stanley Kubrick ?,1
Who wrote NN DT NNP NNP '' ?,4
What causes pneumonia ?,9
How many bails are there in a cricket wicket ?,13
Who lives at 39 Stone Canyon Way ?,4
What does Nicholas Cage do for a living ?,6
Where must a soccer goalie stand to be permitted to handle the ball ?,14
Who holds the NFL record for most touchdowns in a season ?,4
What is the second highest mountain peak in the world ?,24
What 's the difference between sleet and freezing rain ?,12
Name the country of giants twelve times the size of man in `` Gulliver 's Travels . '',18
Where was George Washington born ?,14
The trials resulting from World War II are known as what ?,10
How many `` eyes '' does a coconut have ?,13
What did Richard Feynman say upon hearing he would receive the Nobel Prize in Physics ?,12
"What does the word camaro mean , from the GM car the Camaro ?",7
"What TV show premiered on January 15 , 1981 ?",1
How long does a pig 's orgasm last ?,27
How many hummingbird eggs could fit in one ostrich egg ?,13
What is the habitat of the chickadee ?,14
How many times a day does the typical person go to the bathroom ?,13
How many degrees cooler is the inside of a cucumber than the air outside ?,13
What soft drink tells us to `` Go Hawaiian '' ?,17
Who is the Queen of Holland ?,4
When did the Carolingian period begin ?,8
Why did the Shea & Gould law firm leave Los Angeles ?,9
What film canine is buried in Pere-Lachaise cemetery in Paris ?,2
What does a nihilist believe in ?,12
What baseball team became the Minnesota Twins ?,5
What was the sister ship of the Olympic ?,44
What is swap math ?,7
What is Head Start ?,7
What is the origin of the surname of Braun ?,12
What therapy attempts to elicit the `` primal scream '' ?,23
"What explosive do you get by mixing charcoal , sulfur and saltpeter ?",28
What country is the worlds leading supplier of cannabis ?,18
What type of hunting are retrievers used for ?,14
Who is Pia Zadora 's millionaire husband and mentor ?,4
What is a multiplexer ?,7
What countries have the most auto thefts ?,18
What four elements make up 90 percent of the human body ?,28
When was Berlin 's Brandenburg gate erected ?,8
Where on the Internet can I get information about the Fifth Amendment on the American Bill of Rights ?,14
"What is the origin and the meaning of the name , `` Hajo ? ''",12
Who plays the cop in the movie `` Kindergarten Cop '' ?,4
What university football team did O.J. Simpson take to the Rose Bowl ?,5
What does a pedometer measure ?,14
Why are the rooftops in Canada green ?,9
What 's the name of a hotel in Indianapolis ?,14
What was the filling in the first golf balls ?,7
What causes the body to shiver in cold temperatures ?,9
What is the highest Roman numeral ?,7
What two countries in South America are landlocked ?,18
What was the name of the `` Little Rascals '' dog ?,2
What is a fear of cholera ?,23
"Who died with more than 1 , 000 U.S. patents to his credit ?",4
How many people watch network television ?,13
What baseball team was routinely called `` dem bums '' by its frustrated fans ?,5
Why does cotton get caught in belly buttons ?,9
Who danced into stardom with Fred Astaire in 1941 's You 'll Never Get Rich ?,4
Who are the presidents of Mexico and Indonesia ?,4
What did Woody Allen call the Japanese gangster film he dubbed into English as a comedy ?,1
Who is the sexiest women in the world ?,4
What is the abbreviation for Original Equipment Manufacturer ?,34
When was the Big Thompson flood ?,8
How many continents are there ?,13
Where do hyenas live ?,14
What is the name of the American who was captured when his plane went down over Syrian-held Lebanon ?,4
What 1965 film had Jack Lemmon portraying a cartoonist ?,1
Who makes chicken `` finger lickin '' good ?,4
"In 1990 , what day of the week did Christmas fall on ?",8
What war did the Wanna-Go-Home Riots occur after ?,10
How long do cardinal eggs incubate ?,27
Where did the name Daniel originate ?,14
What date is Richard Nixon 's birthday ?,8
How does light travel through the void of space if there is no medium for it to ` wave ' or ` pulse ' .,0
How does a copier work ?,0
What is the world 's highest peak ?,24
How many CDs has Garth Brooks sold ?,13
What is the name of the tallest mountain in the world ?,24
What 1981 Candice Bergen-Jacqueline Bisset movie was a remake of 1943 's Old Acquaintance ?,1
What are the different approaches of systems analysis ?,31
What father and son won the Medal of Honor ?,4
What was spawned the term `` MiG Alley '' ?,20
What is SVHS ?,3
Who is the president of the Spanish government ?,4
Who was chosen to be the first black chairman of the military Joint Chiefs of Staff ?,4
What type of currency is used in China ?,46
What does an irate car owner call iron oxide ?,20
What is the name of the planet that the Ewoks live on ?,14
What is RAM in the computer ?,3
"What are other ways of getting stretch marks besides pregnancy , weight loss , and weight lifting ?",31
What Japanese electronics company was named for a coastal city northeast of Tokyo ?,5
What causes asthma ?,9
What is the speed of the Mississippi River ?,35
What geological time do we live in ?,8
What are a baseball team 's firemen ?,7
How much do tuberculosis combatting drugs cost ?,25
What journalist can be found in and around Walden Puddle ?,4
What California desert is dubbed High Desert ?,14
What 's the farthest planet from the sun ?,14
How many queen bees reign in a hive ?,13
What does IBM stand for ?,3
Who was Randy Steven Craft 's lawyer ?,4
What 's the sequel to Alice 's Adventures in Wonderland ?,1
What is the country of origin for the name Thomas ?,18
What is Nitrox diving ?,7
What is the capital of Italy ?,21
How were the days of the week named ?,0
Ray Charles plays which instrument ?,33
What was American folk hero John Chapman 's nickname ?,4
What trade did the 15th and 16th century Portuguese hope to control between Asia and Europe ?,14
What English word contains the most letters ?,36
"What is the origin of the term `` blue moon , '' and how often do they occur ?",12
How long does it take for your blood to make one complete trip through the body ?,27
Why did several San Diego schools remove apples from students menus ?,9
Where can I look at a perpetual calendar ?,14
What color is the cross on Switzerland 's flag ?,19
Who was the Russian ambassador to Hungary during the 1956 uprising ?,4
What is a bourdon tube ?,7
How much iron is in your body ?,13
What is crabgrass ?,7
Who is the richest woman in the world ?,4
"What President lived at 219 North Delaware Street , Independence , Missouri ?",4
What constellation is known as The Water Bearer ?,14
Which one of the original seven Mercury program astronauts did not fly on any of the Mercury flights ?,4
What are hook worms ?,7
In which year was the cartoon character Chilly Willy created ?,8
Who was Israel 's first prime minister ?,4
What crooner joined The Andrews Sisters for Pistol Packin Mama ?,4
Why did the Anglican church split from the Vatican ?,9
How do companies cut paper so thin ?,0
"Name the poet of the poem which begins : I do not know much about gods ; but I think that the river Is a strong brown god-sullen , and untamed ?",4
How can I get my product licensed by the NBA ?,0
What is the capital of California ?,21
What are different products of petroleum ?,26
What 's the most abundant element in the sun ?,28
Which city did Christian Crusaders fight to recapture from the Muslims ?,21
How many pins are used in skittles ?,13
"What is a term for behavior , appearance , or expression that violates the accepted standards of sexual morality ?",20
Why was the zipper invented ?,9
What planet gave bith to Superman ?,14
How tall was the animated King Kong ?,40
"Who was the first elected mayor of Washington , D.C. ?",4
What Asian country once thrilled to the sport of cricket fighting ?,18
What is the horsepower of the shuttle boosters ?,14
What corporation does Madonna advertise for ?,5
What color is an Arctic fox in winter ?,19
Colin Powell is most famous for what ?,9
What non-mechanical sport achieves the highest speeds ?,29
"Who is the richest person in the world , without owning a business ?",4
What country did the ancient Romans refer to as Hibernia ?,18
What is the capital of Kosovo ?,21
What does NAFTA stand for ?,3
What is the AIM-54C Phoenix ?,7
What class is categorized as the bourgeoisie ?,14
How much did the minimum wage amount to in 1991 ?,25
What actor first portrayed James Bond ?,4
How many different types of skunks are there ?,13
How do you ask a total stranger out on a date ?,0
Who did the Seven Mules block for ?,4
Who is the leader of India ?,4
"What became the biggest cash crop in the U.S. in 1983 , surpassing corn ?",17
How do you box train a cat ?,0
What Texas surgeon performed the first artificial heart transplant ?,4
How do I find out what cities are in a certain area code ?,0
Who are Woody Woodpecker 's niece and nephew ?,4
Which college did Dikembe Mutombo play basketball at ?,5
What line of candy products included Super Skrunch and Peanut Butter Oompas ?,17
How old is Bernadette Peters ?,27
What are the names of the tourist attractions in Reims ?,14
What kind of creatures are the Canary Islands named for ?,2
What South American city features the exclusive Copacabana Beach and Ipanema ?,21
What was the name of the U.S. Navy gunboat in the film The Sand Pebbles ?,44
What 's the mystery of the Bermuda Triangle ?,12
What is witch hazel ?,7
What is `` snoogans '' ?,7
How many varieties of twins are there ?,13
When is a woman most fertile ?,8
What is her husband 's name ?,4
Who built the first pyramid ?,5
How did ` stat ' come to be used as an expression for quickly ?,0
How does James Bond like his martinis ?,0
"What was the proper Laugh-In respones to : `` Say goodnight , Dick '' ?",12
How many calories are there in a glass of water ?,13
Who was the 15th century fire-and-brimstone monk who gained control of Florence but ended burnt at the stake ?,4
What is a fear of home surroundings ?,23
How many pounds are there in a stone ?,45
Where did the term `` 69 '' come from ?,12
What dictator has the nickname `` El Maximo '' ?,4
Where was the first zoo in the U.S. ?,14
When was Hurricane Hugo ?,8
What city does Orly Airport serve ?,21
What was the Chivington Massacre ?,7
How much money does a back injury lawsuit get ?,25
How is it correct to say ` qigong ' ?,0
What does camera-ready art mean ?,7
When was Franklin D. Roosevelt stricken with polio ?,8
Who was credited with saying : `` I never met a man I did n't like '' ?,4
"Where can I find scientific data , `` research papers , '' on textile engineering ?",14
What features of the African elephant are larger than those of the Indian elephant ?,12
How many horses died during the civil war ?,13
Who starred in Singing in the Rain and The Singing Nun ?,4
"What is Black Hills , South Dakota most famous for ?",9
What country is the setting for Edgar Allan Poe 's The Pit and the Pendulum ?,18
"To get the most caffeine , what soda should I drink ?",17
What do sailors use to measure time ?,31
How does General Mills manufacture Cheerios ?,0
Who is Henry Butler ?,12
Who did Sonny Liston succeed as world heavyweight boxing champion ?,4
How many cables support the main span of the Golden Gate Bridge ?,13
What is diabetes ?,7
What organization has a Security Council ?,5
Name a novel written by John Steinbeck .,1
What city is the Kentucky Horse Park near ?,21
Where on the Internet can I find information on laundry detergent ?,14
What is the federal minimum wage ?,25
What can I use to remove the stubborn gummed labels from some diskettes ?,14
When did Nostradamus believe World War III would begin ?,8
What do we call the imaginary line along the top of the Rocky Mountains ?,14
What film was Jude Law in ?,1
What state was Herbert Hoover born in ?,11
What was the name of `` The Muppets '' creator ?,4
What does caliente translate to in English ?,20
What 's the word for broken glass or sharp rocks embedded in cement on top of a wall ?,36
What is the length of border between the Ukraine and Russia ?,40
What causes a person to have constantly sweaty hands and feet ?,9
Who is King in Alley Oop 's home of Moo ?,4
Who is the leader of Brunei ?,4
Who was the first X-Man to die in battle ?,4
What is idealab ! ?,7
Where do the Grimace and Mayor McCheese live ?,14
What is a fear of everything ?,23
How do you clean up a cache ?,0
What household products are there for adult acne ?,26
What film ends with the line : `` This is Mrs. Norman Maine '' ?,1
What is the origin of the first name ` Breony ' ?,12
Aspartame is also called what ?,20
"Who graced the airwaves with such pearls as `` Do ya lo-o-ove me ? Get naked , baby ! '' ?",4
What disease did August von Wassermann develop a specific test for in 196 ?,23
Where does chocolate come from ?,14
What are boxcars ?,7
"What is the name of actor Rex Harrison 's son , who starred in a modestly popular TV show during the late 1960's ?",4
What World War II leader declared : `` The blow has been struck '' ?,4
"On average , how many miles are there to the moon ?",13
What were the ceremony traditions like during the Elizabethian times ?,14
Name Alvin 's brothers,4
In which Kevin Costner movie did Sioux Indians play a role ?,1
What North American city sprouts the most parking meters ?,21
What British TV series inspired All in the Family ?,1
What is the name of the woman who was with John Belushi when he died ?,4
How long would it take to get from Earth to Mars ?,27
Why are the U.S. presidential elections held in November ?,9
What are some good fractal web sites ?,14
What Georgia town did Scarlett O 'Hara condemn as being full of pushy people ?,21
What movie did Madilyn Kahn star in with Gene Wilder ?,1
What does it take to become a lawyer ?,14
When did Nixon visit China ?,8
What musical instrument did Prewitt play in James Jones 's From Here to Eternity ?,33
"Whose funeral train traveled from Washington D.C. to Springfield , Illinois ?",4
What are the chances of pregnacy if the penis does not penetrate the vagina ?,38
What is the medical term for cancer of the blood ?,23
"How can I find a list of , fax and or email , addresses for human resource departments in Massachusetts ?",0
Mississippi is nicknamed what ?,20
What double talking `` professor '' holds a doctorate in Nothing ?,4
What is Michael Jackson 's middle name ?,4
How big is the Electoral College ?,32
What famous meat company went out of business because it became known that the underworld had been selling them kangaroo meat ?,5
Who played the title role in My Favorite Martian ?,4
Who developed potlatch ?,4
How did water appear on the earth ?,0
What age followed the Bronze Age ?,10
"Who portrayed Fatman in the television show , `` Jake and the Fatman '' ?",4
What two countries share the Khyber Pass ?,18
How many claws has a lobster called a pistol lost ?,13
Where is the human skin least sensitive ?,22
What nationality is Ileana Cotrubas ?,18
"Where does Buzz Aldrin want to build a permanent , manned space station ?",14
What can you be fined for having a dog on a beach ?,25
What dummy received an honorary degree from Northwestern University ?,4
Why was Curious George curious ?,9
What actress has received the most Oscar nominations ?,4
How many species of the Great White shark are there ?,13
What can be done about snoring ?,12
Who invented television ?,4
What is the difference between the Koran and The Bible ?,12
How many Russians have landed on the moon ?,13
"Why do USA fax machines not work in UK , NNP ?",9
"What U.S. general died December 1 , 1945 , when his jeep collided with a truck ?",4
In what movie is the number nine found in the title ?,1
How can I enforce new rules to a group of youngsters who have been allowed to do as they please .,0
What is a female rabbit called ?,2
Who invented volleyball ?,4
When will Jean Aeul publish her next book ?,8
When was child labor abolished ?,8
When was the first flush toilet invented ?,8
Who was the 3rd president of the United States ?,4
How does crosstalk relate to InSb thickness in infrared detectors ?,0
What were millions of kids wearing on their heads in 1955 ?,14
What is SAP ?,3
What was the species of Winnie the Pooh ?,2
What six words follow the line : `` From a jack to a king.. . '' ?,36
"What 1942 espionage movie reunited director John Huston with Maltese Falconers Humphrey Bogart , Mary Astor , and Sidney Greenstreet ?",1
What chemical in red wine is good for the heart and what exactly does it do to your body ?,23
What is the name of the second space shuttle ?,44
What U.S. President was the first to breed mules ?,4
What is `` Vocal Sampling '' ?,7
Why can 't ostriches fly ?,9
What is white chocolate ?,7
What organization is the Security Council a part of ?,5
Who was the first English circumnavigator of the globe ?,4
Who played the Ringo Kid in the 1939 film Stagecoach ?,4
What drug is often used to treat AIDS patients ?,23
How many students attend the University of Massachusetts ?,13
What state has the most Indians ?,11
What baseball expression came from the nautical term for ships sailing between the Atlantic and Pacific before the Panama Canal ?,12
What is Betsy Ross famous for ?,9
Why can 't you taste anything when you have a cold ?,9
When was Florida admitted into the Union ?,8
What is the name of the kids ' show from Canadian Public TV with the singing pineapple ?,1
"In Waugh 's `` A Handful of Dust , '' what does the mad old man force the hero to do every afternoon ?",12
What 's the distinction of U.S. Supreme Court Justice Thurgood Marshall ?,12
What will the increase be in the California gas tax by 2000 ?,25
What is the `` 7-minute cigarette '' ?,7
What New Orleans D.A. claimed : `` My staff and I solved the assassination weeks ago '' ?,4
How tall is kilamanjaro ?,40
Who won two gold medals in skiing in the Olympic Games in Calgary ?,4
What type of betting is used in horse racing ?,29
What are the living conditions in Cuba ?,12
Who is Langston Hughes ?,12
What does pH stand for ?,3
What 's the origin of the word ` news ' ?,12
What was the first English play written exclusively for children ?,1
Colin Powell is best known for what achievement ?,9
What are the snakes of New England ?,2
What Asian gulf were the destroyers Maddox and C Turner Joy shot up in ?,14
"What is the name of the largest city in Chile , South America ?",21
Name Pittsburgh 's baseball team .,5
