label,content
0, Fredrikstad Energi branded as FEAS is a Norwegian power company that operates in Fredrikstad and Hvaler. The company is owned by the Municipality of Fredrikstad (51%) and Fortum (49%).The company has bought a number of privatized power grid operators and power distribution companies in Norway including Energi 1 RÃ¸yken Energiverk and AskÃ¸y Energi as well as the now integrated Hvaler kommunale elverk. FEAS also is the largest owner of the Norwegian football premiership team Fredrikstad F.K.
12, Across the Hall is a 2009 full-length remake of the 2006 American short film also titled Across the Hall.
3, Dmitry Sergeyevich Chernukhin (Russian: ÐÐ¼Ð¸ÌÑÑÐ¸Ð¹ Ð¡ÐµÑÐ³ÐµÌÐµÐ²Ð¸Ñ Ð§ÐµÑÐ½ÑÌÑÐ¸Ð½; born November 17 1988) is a Russian professional association football player. Currently he plays in the Russian Second Division for FC Tosno.
4, Melford Obiene Okilo (30 November 1933 â 5 July 2008) had a long and distinguished career as a politician in Nigeria from the start of independence in 1960 until shortly before his death in 2008. He was a member of parliament (1956â1964) and a Minister in the Nigerian First Republic. He was Governor of Rivers State Nigeria (1979â1983) during the Nigerian Second Republic.Later he was Senator for Bayelsa East in Bayelsa State (1999â2003) during the Nigerian Fourth Republic.
9, Hypnophila remyi is a species of small air-breathing land snail terrestrial pulmonate gastropod mollusk in the family Cochlicopidae. This species is endemic to France.
1, Maryland Institute College of Art (MICA) is an art and design college in Baltimore Maryland USA. It was founded in 1826 as the Maryland Institute for the Promotion of the Mechanic Arts making it one of the first and oldest art colleges in the United States. In 2014 MICA was ranked #7 in the nation among fine arts programs by U.S. News and World Report and its Graphic Design Master of Fine Arts program tied for #6 among graduate schools for Graphic Design.
0, Delphi Glass Corporation is a privately held American retail and wholesale company specializing in art glass supplies. Delphi Glass was founded in 1972 by Dan Daniels in Lansing Michigan where the company is still located today.
5, The VAZ-2101 is a compact sedan car (small class passenger car model 1 in Soviet classification) produced by AvtoVAZ and introduced in 1970. The estate version was known as the VAZ-2102. VAZ had been founded in the mid-1960s as a collaboration between Fiat and the Soviet government and the 2101 was its first product.
5, USS American Legion (AP-35/APA-17) was a Harris-class attack transport that served with the US Navy during World War II. A steel-hulled twin-screw passenger and cargo steamship the vessel was laid down as Badger State on 10 January 1919 under a United States Shipping Board (USSB) contract at Camden New Jersey by the New York Shipbuilding Corporation and launched on 11 October 1919. Delivered to the USSB upon completion on 15 July 1921 she was renamed American Legion.
0, Infinitum Nihil is Johnny Depp's production company which is run by his sister Christi Dembrowski. Depp founded the company in 2004 to develop projects where he will serve as actor and/or producer.The Rum Diary based on the novel by Hunter S. Thompson was released on October 28 2011 starring Depp as Paul Kemp in a screenplay adapted and directed by Bruce Robinson.Dark Shadows was released on May 11 2012.
8, Bimzorteh (Persian: Ø¨ÙÙØ¶Ø±ØªÙâ also Romanized as BÄ«máºorteh) is a village in Haq Rural District Nalus District Oshnavieh County West Azerbaijan Province Iran. At the 2006 census its population was 829 in 177 families.
13, The International Journal of Sociology and Social Policy is a peer-reviewed academic journal covering research in sociology and on social policy. The journal was established in 1981 and is published by Emerald Group Publishing. The editor-in-chief is Colin C. Williams (University of Sheffield).
12, House is a 2008 horror film directed by Robby Henson starring Reynaldo Rosales Heidi Dippold and Michael Madsen. It is based on the novel of the same name by Frank E. Peretti and Ted Dekker. It covers the events that take place one night in an old rustic inn in Alabama where four guests and three owners find themselves locked in by a homicidical maniac. The maniac claims to have killed God and threatens to murder all seven of them unless they produce the dead body of one of them by dawn.
1, The Placentia-Yorba Linda Unified School District (PYLUSD) is a public school district that serves Placentia Yorba Linda and parts of Anaheim Brea and Fullerton located in Orange County California. The school district covers 45 square miles (120 km2) and employs 2500 people. Its student enrollment is approximately 27000 with 22 elementary 6 middle 5 high schools and 2 homeschools.
2, Meg Gardiner (born May 15 1957 in Oklahoma) is an Edgar Award-winning American crime writer who currently lives in the United Kingdom. Her best-known books are the Evan Delaney novels. In June 2008 she published the first novel in a new series featuring forensic psychiatrist Jo Beckett.
6, Notre Dame is a Roman Catholic church in Easton Connecticut part of the Diocese of Bridgeport.
9, Rhesalistis is a genus of moths of the Noctuidae family.
0, The Sterling Piano Company was a piano manufacturer in Derby Connecticut. The company was founded in 1873 by Charles A. Sterling as the Sterling Organ Company. Sterling had purchased the Birmingham Organ Company in 1871 and had $30000 to fund the company. The Sterling Organ Company began making pianos in 1885.
9, Farma Way (April 2 1987 â November 18 1999) was an American Thoroughbred racehorse and sire foaled in Kentucky. As a four-year-old in 1991 he was one of the leading racehorses in North America winning the Santa Anita Handicap Pimlico Special San Antonio Handicap San Pasqual Handicap and San Carlos Handicap.
5, The Boulton & Paul P.71A was a 1930s British twin-engined all-metal biplane transport aircraft developed by Boulton & Paul Ltd from the unsuccessful P.64 Mailplane to meet an Imperial Airways requirement for a mail plane.
4, Count KÃ¡zmÃ©r Antal Ferenc BatthyÃ¡ny de NÃ©metÃºjvÃ¡r (3 June 1807 â 13 July 1854) was a Hungarian politician who served as Minister of Foreign Affairs during the Hungarian Revolution of 1848. At the beginning he was a conservative aristocrat politician but his views changed after a journey to Western Europe. He gradually became liberal and learnt the Hungarian language. In the House of Magnates of Hungary he supported the reforms of the industry and traffic.
3, Wilfried Soltau (born June 17 1912) is a West German sprint canoer who competed in the 1950s. Competing in two Summer Olympics he won two bronze medals at London in 1952 earning them in the C-2 1000 m and C-2 10000 m events.
13, Fingerprints of the Gods: The Evidence of Earth's Lost Civilization is a book first published in 1995 by Graham Hancock in which he echoes 19th century writer Ignatius Donnelly author of Atlantis: The Antediluvian World (1882) in contending that some previously enigmatic ancient but highly advanced civilization had existed in prehistory one which served as the common progenitor civilization to all subsequent known ancient historical ones.
10, Iresine herbstii is a species of flowering plant in the amaranth family Amaranthaceae. Some call this plant the Chicken Gizzard plant.
5, Hewsang was a 3539 GRT cargo ship which was built by William Gray & Co Ltd West Hartlepool in 1944 as Empire Bermuda for the Ministry of War Transport (MoWT). Postwar she was sold into merchant service and renamed Hewsang and later sold to new owners and renamed Sunshine serving until scrapped in 1970.
0, The Dreamers Guild was a publisher and developer of computer and video games that operated from 1991 until 1997. It was founded on the idea that employees would have a say in the company's progression. At final count The Dreamers Guild employed over 100.
7, The Mount Edziza volcanic complex is a large and potentially active north-south trending complex volcano in Stikine Country northwestern British Columbia Canada located 38 kilometres (24 mi) southeast of the small community of Telegraph Creek. It occupies the southeastern portion of the Tahltan Highland an upland area of plateau and lower mountain ranges lying east of the Boundary Ranges and south of the Inklin River which is the east fork of the Taku River.
10, Lespedeza cuneata is a species of flowering plant in the legume family known by the common names Chinese bushclover and sericea lespedeza or just sericea. It is native to Asia and eastern Australia and it is present elsewhere as an introduced species and sometimes an invasive plant.This plant is a perennial herb with branching stems reaching a maximum height around two meters. It grows from a woody taproot which may exceed one meter in length and which is topped with a woody caudex.
0, Hon Hai Precision Industry Co. Ltd. trading as Foxconn Technology Group is a Taiwanese multinational electronics contract manufacturing company headquartered in Tucheng New Taipei Taiwan. It is the world's largest electronics contracter manufacturer and the third-largest information technology company by revenue.Foxconn is primarily an original design manufacturer and its clients include major American European and Japanese electronics and information technology companies.
11, The Swing of Delight is a 1980 double album by Carlos Santana. It was the last of three solo albums (the others being Illuminations in 1974 and Oneness in 1979) to be released under his temporary Sanskrit name Devadip Carlos Santana given to him by Sri Chinmoy.
10, Cotinus obovatus syn. C. americanus (chittamwood American smokewood) is one of two species of flowering plant in the family Anacardiaceae native to the southeastern USA. It is a deciduous conical shrub growing to 10 m (33 ft) tall by 8 m (26 ft) broad with oval leaves up to 12 cm (5 in) long. It produces panicles of pink-grey flowers in summer and its foliage turns a brilliant scarlet in autumn (fall). The smokey effect derives from the clusters of hairs on the spent flower stalks.
12, Going to Pieces: The Rise and Fall of the Slasher Film is a 2006 documentary film about slasher films. It makes reference to many popular horror and thriller films.
5, USS Houma (YTB-811) was a United States Navy Natick-class large district harbor tug named for Houma Louisiana.
4, David Holmes (March 10 1769 â August 20 1832) was the last governor of the Mississippi Territory and the first governor of the State of Mississippi.
0, Magellan Aerospace Corporation (TSX: MAL) is a Canadian manufacturer of aerospace systems and components. Magellan also repairs and overhauls tests and provides aftermarket support services for engines and engine structural components. The company's business units are divided into the product areas of aeroengines aerostructures rockets and space and specialty products.
6, The Neely Mansion a Victorian style residence built in 1894 is located near the eastern edge of Auburn King County Washington. It is listed in the National Register of Historic Places and the Washington State Heritage Register. From the 1950s to the 1970s the building deteriorated severely until local citizens moved to save and restore the building.
8, Niemce [ËÉ²ÉmtÍ¡sÉ] is a village in Lublin County Lublin Voivodeship in eastern Poland. It is the seat of the gmina (administrative district) called Gmina Niemce. It lies approximately 14 km (9 mi) north of the regional capital Lublin.The village has a population of approximately 5000.
4, Othman Ali Abbott (September 19 1842 â June 24 1935) was the first Lieutenant Governor of Nebraska United States serving from 1877 to 1879 while Silas Garber was Governor.
0, The S&T group of enterprises is an IT consulting solutions and services provider with its head office in Vienna and 80 branches in 22 countries.
2, Kevork Vartani Ajemian (Adjemian) (May 23 1932 Manbij Syria - December 27 1998 Lyon France) was a prominent ethnic Armenian writer journalist novelist theorist and public activist and long-time publisher of the Beirut-based literary artistic and general publication Spurk. Ajemian alongside Hagop Hagopian (real name Harutiun Tagushian) and pastor James Karnusian was a co-founder of the Armenian Secret Army for the Liberation of Armenia (ASALA) military organization.
7, Chukhloma Lake (Russian: Ð§ÑÑÐ»Ð¾Ð¼ÑÐºÐ¾Ðµ Ð¾Ð·ÐµÑÐ¾) is a freshwater lake in Kostroma Oblast in Russia. It is located at around 58Â°47â²N 42Â°37â²E at an altitude of 148 meters above sealevel. It has an area of 48.7 kmÂ² and an average depth of 4.5 meters. The lake is almost circular in shape with a diameter of 6â7 km. The shores are flat and boggy. The bottom consists of mud and silt. It is frozen from late October to late April. A number of small rivers and streams enters the Chukhloma Lake.
5, Lublin R-VII Odwet (English: Revenge) was a Polish heavy bomber design created by the Plage i LaÅkiewicz factory in Lublin. One of the first heavy aircraft under the Lublin brand it was designed following a 1924 specification for a retribution bomber by the Polish Ministry of Military Affairs. The project led by Jerzy Rudlicki was a trimotor high-wing mixed-construction aeroplane with heavy defensive armament.
8, Bid Bidak (Persian: Ø¨ÙØ¯Ø¨ÙØ¯Ùâ also Romanized as BÄ«d BÄ«dak) is a village in Surmaq Rural District in the Central District of Abadeh County Fars Province Iran. At the 2006 census its existence was noted but its population was not reported.
7, Threipmuir Reservoir is a reservoir in the City of Edinburgh Council area Scotland UK. It is situated to the south of Edinburgh in the Pentland Hills two miles south of Balerno near Harlaw Reservoir.Threipmuir reservoir was built by James Jardine between 1843 and 1848 as a water supply for Edinburgh.
6, Joye Cottage is one of the oldest and largest of Aikenâs winter retreats. Most of the sprawling property dates to 1897 when William Collins Whitney purchased the property and remodeled it extensively. It now includes a main house a stable a greenhouse a laundry house a couple of one-story cottages and a squash court. The property which is located in Aiken South Carolina was listed in the National Register of Historic Places on September 29 1980.
0, The Sudan Khartoum Refinery Company is a petroleum company in Sudan. The company its name is abbreviated to KRC. The company was founded in 1997 and began operations in 2000. KRC is based in Khartoum.
6, Begun in 1882 Camp Wild Air was the first permanent camp on Upper Saint Regis Lake in the town of Brighton Franklin County in New York's Adirondacks. The camp was built by New York Herald Tribune publisher Whitelaw Reid on a 29-acre (12 ha) peninsula accessible only by water. It presently consists of 12 buildings 10 of which were built before 1931.The camp was originally designed by Reid's niece Ella Spencer Reid who also named the camp.
9, Antona subluna is a moth of the Arctiidae family. It is found in Brazil (Rio de Janeiro).
13, What We Do Is Secret is a novel by Thorn Kief Hillsbery published by Villard in 2005.What We Do Is Secret takes place in Los Angeles in 1981 six months after the death of Darby Crash (lead singer of The Germs). It is narrated by a gay street kid named Rockets Redglare who knew Darby personally. All the action occurs over the course of 24 hours on Rockets' 13th birthday.
10, Tillandsia polystachia is a species of the genus Tillandsia. This species is native to Bolivia Brazil Mexico and Venezuela.
13, Khrushchev: The Man and His Era is a 2003 biography of Soviet leader Nikita Khrushchev. Written by William Taubman the book is the first in-depth and comprehensive American biography of Khrushchev. Taubman was the recipient of the 2004 Pulitzer Prize for Biography or Autobiography as well as the 2004 National Book Critics Circle Award. The author spent almost 20 years researching the life of Khrushchev in preparation to write the book.
12, Mack at It Again is a 1914 short comedy film starring Mabel Normand and Mack Sennett. Mack Sennett also directed the film. The picture was produced by Sennett's Keystone Film Company and distributed by Mutual Film.
9, Serenius is a genus of crabs in the family Xanthidae containing the following species: Serenius andamanicus Deb 1985 Serenius ceylonicus (Laurie 1906) Serenius demani (Odhner 1925) Serenius gemmula (Dana 1852) Serenius kuekenthali (De Man 1902) Serenius pilosus (A. Milne Edwards 1867)â
5, HMS Hussar was a Dryad-class torpedo gunboat of the Royal Navy. She was launched in 1894 and served in the Mediterranean between 1896 and 1905 before being used for fishery protection. During the Dardanelles campaign of 1915 her commanding officer and two of her ship's company won the Victoria Cross. She was broken up in 1921.
9, The Gorgon Hawkmoth (Sphingonaepiopsis gorgoniades) is a moth of the Sphingidae family. It is found from Croatia Albania Macedonia central and southern Greece eastern Bulgaria and Romania across southern Ukraine and the Crimea southern Russia as far north as Kazan the southern Urals and eastern Kazakhstan to Kyrgyzstan and Afghanistan.
2, Evelyn Eve Pollard Lady Lloyd OBE (born 25 December 1945 London) is an English author journalist and a former editor of several tabloid newspapers.
4, Dapo Sarumi is a Nigerian politician and former minister for Information. In 1991 he contested the SDP gubernatorial primary but was later dis-qualified.In late 2000 he was involved in a traffic accident and lost two of his ministerial aides.
6, The Matisse Museum (MusÃ©e DÃ©partemental Henri Matisse) is a museum in Le Cateau-CambrÃ©sis France that primarily displays paintings by Henri Matisse. The museum was established by Matisse himself on 8 November 1952; he also defined the way his works should be arranged.
1, The Sam and Irene Black School of Business is the business school of Pennsylvania State University â Erie The Behrend College in Erie Pennsylvania. Penn State Erie (or Penn State Behrend as it is often referred to) is a part of the Pennsylvania State University commonwealth system. It was founded in 1998 when The Black family donated a gift of $20 Million to the college.
4, Thomas Jefferson (April 13 [O.S. April 2] 1743 â July 4 1826) was an American Founding Father the principal author of the Declaration of Independence (1776) and the third President of the United States (1801â1809). He was a spokesman for democracy embraced the principles of republicanism and the rights of man with worldwide influence.
10, Lonchocarpus trifolius is a species of legume in the Fabaceae family.It is found only in Honduras.
2, Annie Griffiths is an American photographer and a founder of Ripple Effect.
0, NaviSoft was a web server and browser/editor company based in the United States. It was acquired by AOL on November 30 1994.In 1993 Linda Dozier set up NaviSoft Inc. in the basement of her Goleta California home with business partner David C. Cole. In that Goleta basement network publishing for which Dozier holds the patent was invented.
13, The Scarab Murder Case (1929) is a classic whodunit written by S. S. Van Dine. In this book detective Philo Vance's murder investigation takes place in a private home that doubles as a museum of Egyptology and the solution depends in part on Vance's extensive knowledge of Egyptian history and customs which enable him to sort through suggestions of godly vengeance and reveal the misdirections perpetrated by the real murderer.
2, Georgina Starr (born 1968) is an English artist and one of the Young British Artists. She is best known for her video sound performance and installation works. An amalgamation of dream fiction memory and re-enactment Starrâs work has been described in Artforum magazine as exploring the imaginative selfâs ability to make something magically complex layered and densely referential out of virtually nothing but its own 'stuff'â
3, Ilija Ika Panajotovic (25 April 1932 - 18 July 2001) was a Serbian film producer and tennis player.
13, SLUG - an acronym for SaltLakeUnderGround is a monthly magazine based out of Salt Lake City Utah. SLUG is one of the oldest independent magazines in the nation that continues to publish regularly.[citation needed] SLUG is a free publication that covers local and national music as well as action sports.Today SLUG distributes 30000 issues monthly throughout Utah and several surrounding states. SLUG is available on every college campus in Utah except BYU.
11, Stormbringer! is the title of a 1970 album released by John and Beverley Martyn. John Martyn wrote six of the ten songs and Beverley four. The album was recorded under the direction of Paul Harris in Woodstock New York.Two of the tracks feature the drumming of Levon Helm from The Band â who had an influence on John Martyn's music.
2, Maria Bramsen (born 1963) is a Danish singer graphic designer and illustrator. She is probably most widely known for her career as a vocalist for pop bands TÃ¸sedrengene and Ray Dee Ohh.Bramsen joined TÃ¸sedrengene in 1981 barely at the age of 18 replacing vocalist Gitte Naur. After TÃ¸sedrengene's dissolution in 1986 she continued her career in the short-lived The LejrbÃ¥ls before becoming vocalist in Ray Dee Ohh along with Caroline Henderson.
6, Lorenzo Crandall House is an historic house at 221 High Street in Pawtucket Rhode Island.The house is built in 1848 and added to the National Register of Historic Places in 1984.
1, Parmiter's School is a co-educational school with academy status in Garston Hertfordshire on the outskirts of North West London England with a long history. Although the school admits pupils of all abilities it is partially selective (see below). It is currently the most oversubscribed school in Hertfordshire and has often been recognised by the DfES for being one of the highest performing schools in the country by value added and score as a mixed ability school.
4, Benjamin Eugene Ben Quayle (born November 5 1976) is an American politician and the former U.S. Representative for Arizona's 3rd congressional district. A member of the Republican Party he is the son of former Republican Vice President of the United States Dan Quayle.
0, Latvijas Balzams is a Latvian producer of alcoholic beverages. As of 2006 it was the largest producer of alcoholic beverages in the Baltic states and had about 50% market share in Latvia. It is the successor to the Latvian state alcohol producer tracing its origins to the early 20th century and its name to 1970 and was privatized in 1997. Its flagship product is RÄ«gas Melnais balzams a traditional Latvian herbal liqueur.
2, Christopher William Chris Tomson (born March 6 1984) is the drummer of New York based indie rock band Vampire Weekend.
7, Lake Glubokoye (Russian: Ð¾ÌÐ·ÐµÑÐ¾ ÐÐ»ÑÐ±Ð¾ÌÐºÐ¾Ðµ lit. Deep Lake; Finnish: MuolaanjÃ¤rvi) is a lake on Karelian Isthmus in Vyborgsky District of Leningrad Oblast. The nearby larger settlements are Kirillovskoye (18 km) and Baryshevo (38 km). The area of the lake is 37.9 square kilometres (14.6 sq mi) and the area of its drainage basin is 213 square kilometres (82 sq mi).The lake is connected by an unnamed channel with Lake Bolshoye Rakovoye located several kilometers northeast.
7, Croagh Patrick (Irish: Cruach PhÃ¡draig meaning (Saint) Patrick's Mountain) nicknamed the Reek is a 764 metres (2507 ft) mountain and an important site of pilgrimage in County Mayo in Ireland. It is 8 kilometres (5 mi) from Westport above the villages of Murrisk and Lecanvey. It is the third highest mountain in County Mayo after Mweelrea and Nephin. It is climbed by pilgrims on Reek Sunday every year which is the last Sunday in July.
11, Sunrise in the Land of Milk and Honey is Cracker's ninth studio album. It was released in May 2009 on 429 Records.
0, A Plectron is a specialized VHF/UHF single-channel emergency alerting radio receiver used to activate emergency response personnel and disaster warning systems. Manufactured from the late 1950s through the late 1990s by the now defunct Plectron Corporation in Overton Nebraska hundreds of thousands of these radios were placed in homes of first responders across all of North America.
2, Echo Eggebrecht (born 1977 Bangor Maine) is a painter living and working in Brooklyn NY.
13, The Journal-Register is a three-day (Monday Wednesday Friday) evening daily newspaper published in Medina New York USA and covering several towns and villages of Orleans County. It is owned by Greater Niagara Newspapers a division of Community Newspaper Holdings Inc.Formed from the 1970 merger of the Daily Journal (1903) and the Medina Register the paper will cease publication at the end of May 2014.
3, Amevou-Ludovic Assemoassa (born 18 September 1980 in Lyon) is a French-born Togolese football defender who formerly as of August 2007 plays for Granada 74. He is actually a free agent.
12, The Bitter Tears of Petra von Kant (German: Die bitteren TrÃ¤nen der Petra von Kant) is a 1972 German film directed by Rainer Werner Fassbinder based on his own play. This film has an all-female cast and is set in the home of the protagonist Petra von Kant. It follows the changing dynamics in her relationships with the other women. The film was entered into the 22nd Berlin International Film Festival.
5, Haynes Roadster is a replica of Lotus Seven home-built according to a book Build Your Own Sports Car: On a Budget by Chris Gibbs (ISBN 1-84425-391-0). Ford Sierra is used in the car as a donor for drivetrain and suspension components.Haynes Roadster is a follow-up to the Locost design described in a book by Ron Champion. Locost uses Ford Escort Mark II as a donor but as these have become increasingly rare a design based on a more affordable Ford Sierra has been proposed.
4, Barbara Bailey is an American politician of the Republican Party. She is a member of the Washington Senate representing the 10th district. She previously represented the 10th district in the Washington House of Representatives.
5, HMS Liverpool named after the port city of Liverpool in north-west England was a Town-class light cruiser of the Royal Navy in service from 1938 to 1952.During the Second World War Liverpool gained four battle honours and was seriously damaged in two attacks by Italian torpedo bombers. The cruiser operated variously with the naval stations in the East Indies and China and with the Mediterranean and Home fleets.
4, John J. Swaim Jr. (March 19 1949 â May 4 2013) was a former Democratic member of the Pennsylvania House of Representatives. He was born in Philadelphia. An attorney he died on May 4 2013 at the age of 64.
10, Ficus macrophylla f. columnaris is a fig tree endemic to Lord Howe Island in the south Pacific Ocean. A banyan similar to the Moreton Bay Fig but having column like aerial roots many thick trunks and somewhat smaller leaves. They can grow to 20 metres (66 ft) tall. They can cover up to 2 hectares (4.9 acres) with many trunks.They are found on the lower areas of Lord Howe Island. They were planted at Norfolk Island and worldwide in botanic gardens.
7, Suruga Bay (é§¿æ²³æ¹¾ Suruga-wan) is a bay on the Pacific coast of HonshÅ« in Shizuoka Prefecture Japan. It is situated north of an imaginary line joining Omaezaki Point and IrÅzaki Point at the tip of the Izu Peninsula and surrounded by HonshÅ« to the southwest and west and the Izu Peninsula to the east.
12, True Identity is a 1991 American comedy film directed by Charles Lane and starring Lenny Henry Frank Langella and Anne-Marie Johnson. The plot revolves around a black man (British comedy actor Henry) who disguises himself as a white man to escape the mob.
11, Wayfaring Sons is the second solo album by Scottish-Australian singer Colin Hay released in 1990.
7, The Pchyovzha (Russian: ÐÑÑÐ²Ð¶Ð°) is a river in Lyubytinsky and Chudovsky Districts of Novgorod Oblast and in Kirishsky District of Leningrad Oblast in Russia. It is a right tributary of the Volkhov River. It is 157 kilometres (98 mi) long and the area of its basin 1970 square kilometres (760 sq mi). The main tributary of the Pchyovzha is the Raplya (right).
2, Basil Glen Ballard Jr. (born May 1 1953) is an American songwriter lyricist and record producer. He is best known for co-writing and producing Alanis Morissette's Jagged Little Pill (1995) which won Grammy Award for Best Rock Album and Album of the Year amongst others and is ranked by the Rolling Stone amongst The 500 Greatest Albums of All Time. He was involved in the recording and writing of Michael Jackson's Thriller and Bad.
0, The World Stock Exchange (WSE) was a virtual securities exchange created Hope Capital Pty. Ltd. of Melbourne Australia and managed by CEO Luke Connell.The game opened on 5 March 2007 and first appeared in the virtual world of Second Life. Transactions occurred outside of Second Life on the WSE website. The game initially used the Linden Dollar currency from Second Life and in July 2007 integrated a new virtual currency called the World Internet Currency (WIC WICS W$).
8, Tazeh Kand-e Qeshlaq (Persian: ØªØ§Ø²Ù ÙÙØ¯ÙØ´ÙØ§Ùâ also Romanized as TÄzeh Kand-e QeshlÄq) is a village in Sarajuy-ye Gharbi Rural District in the Central District of Maragheh County East Azerbaijan Province Iran. At the 2006 census its population was 938 in 213 families.
1, Father Conceicao Rodrigues Institute of Technology (FCRIT) is an engineering college affiliated to the University of Mumbai located in Navi Mumbai a satellite city to the metropolis of Mumbai in Maharashtra India. The institute offers the Bachelor of Engineering degree courses in Computer Engineering Electrical Engineering Mechanical Engineering Electronics and Telecommunication Engineering and Information Technology.
10, Carthamus lanatus is a species of thistle known as woolly distaff thistle or saffron thistle. It is closely related to safflower which is in the same genus. This annual plant is a native of the Mediterranean Basin but it is familiar in other places where it was introduced and has become a noxious weed such as in parts of North America and southern Australia with similar climates.
9, Aramichthys is an extinct genus of prehistoric bony fish that lived during the middle division of the Eocene epoch.
13, Who's Who in Scotland (2013: ISBN 978-0-9565748-6-2) is an annual biographical dictionary published since 1986 by Carrick Media.
4, John Bel Edwards (born September 1966 in Amite Louisiana) is a Democratic member of the Louisiana House of Representatives representing the 72nd District since 2008.Edwards grew up in Amite Louisiana the son of Tangipahoa Parish Sheriff and Edwin Edwards confidant Frank M. Edwards Jr. John Bel Edwards was graduated from Amite High School as Valedictorian and received a bachelor's degree in engineering from the United States Military Academy in West Point New York in 1988.
6, St. Monica's Church is a historic Roman Catholic church in Jamaica Queens New York. It was built in 1856 and is a brick basilica type building in the Romanesque style. It features a four story entrance tower in the center of its three bay wide front facade. Saint Monica's Church has been refurbished on the Campus of York College as a child care center.It was listed by the New York City Landmarks Preservation Commission in 1979 and on the National Register of Historic Places in 1980.
11, Imagerical is the debut CD by Canadian singer-songwriter Matt Brouwer. It was released on Reunion Records on May 29 2001 and received universal acclaim from the gospel music industry. Christianity Today hailed Brouwer as one of the Best New Artists of 2001 along with Katy Perry (known then as Katy Hudson). The album produced 2 top 10 Christian hits on CHR radio and sold well in the US and Canada. In 2002 the album was nominated for a Canadian JUNO Award for Best Gospel Album.
10, Bulbophyllum ciliipetalum is a species of orchid in the genus Bulbophyllum.
7, Kapchagay Reservoir also spelled Qapshaghay Bogeni Reservoir and sometimes referred to as Lake Kapchagay is a major reservoir in Almaty Province in southeastern Kazakhstan approximately 60 kilometres north of Almaty. The 140 kilometre long lake is formed by a dam on the Ili River which flows from the mountains in the east towards Lake Balkhash to the northwest. It is named after the town of Kapchagay which is located on its western bank.
4, Wong Kam-sing (Chinese: é»é¦æ born 1963) is an architect and politician in Hong Kong. He is the current Secretary for the Environment.
3, KarlÄ«ne NÄ«mane is a Latvian basketball player. She plays for TTT Riga and Latvia women's national basketball team. She has represented national team in EuroBasket Women 2011.
13, Rinkitink in Oz: Wherein is Recorded the Perilous Quest of Prince Inga of Pingaree and King Rinkitink in the Magical Isles that Lie Beyond the Borderland of Oz. is the tenth book in the Land of Oz series written by L. Frank Baum. Published on June 20 1916 with full-color and black-and-white illustrations by artist John R.
9, Heteropoda dagmarae is a large species of spider in the Sparassidae family. This species is found in northern and central Laos. The spider is nocturnal and lives in forests. It hunts by ambushing its prey from shrubs trees and bamboo about two to four meters above the ground. It was not recorded as a new species until 2005.
7, The Little Wenatchee River is the southern and smaller of the two rivers that flow into the west end of Lake Wenatchee. The northern and larger one is the White River. A large number of place names in the Little Wenatchee River basin including the river's name itself were given by Albert H. Sylvester.The Little Wenatchee River begins at Dishpan Gap a pass between the headwaters of the Little Wenatchee River and North Fork Skykomish River.
3, Debbie McWhinnie (born 31 January 1981) is a Scottish international football striker. She most recently played in the Scottish Women's Premier League for Hibernian Ladies having previously represented Spartans and Glasgow City.
6, The Oliver H. Hovda House also known as Hovda House is a historic Classical Revival style house on N. Woodward St. in Absarokee Montana that was built in 1900. It was listed on the National Register of Historic Places in 1984.It was built by carpenter Jacob Wagner for Oliver Hovda young businessman and postmaster of Absarokee which had been founded in an area of Crow Indian reservation that was opened to settlement in 1892.
3, Igor MirÄeta (Serbian Cyrillic: ÐÐ³op MÐ¸pÑeÑa born 12 December 1986 in Å ibenik SR Croatia SFR Yugoslavia) is a Serbian footballer who plays for Platanias in the Greek Superleague as a midfielder .MirÄeta began his professional career with FK ObiliÄ and FK RadniÄki Pirot. He joined Zalaegerszegi TE in 2008 where he played with the reserve team in the NB II.He moved to Kalamata F.C. in the Greek Beta Ethniki in January 2009. He joined Kastoria F.C. in the Gamma Ethniki for the 2009â10 season.
6, The Chocolate Works was the confectionery factory of Terry's of York England. Opened in 1926 it closed in 2005 with the loss of 300 jobs with production moved to other Kraft Foods sites in mainland Europe. Today the site is being redeveloped as a mixed-use residential/commercial real estate development.
9, Catocala agitatrix is a moth of the Noctuidae family. It is found in the Russian Far East (Primorye Khabarovsk Southern Amur) China Korea Japan (Hokkaido Honshu).The wingspan is about 62 mm.
3, Bill Tuiloma is a New Zealand footballer who plays as a Right / left back or defensive midfielder for Marseille.
8, Rzewuszyce [ÊÉvuËÊÉ¨tÍ¡sÉ] is a village in the administrative district of Gmina Kluczewsko within WÅoszczowa County ÅwiÄtokrzyskie Voivodeship in south-central Poland. It lies approximately 4 kilometres (2 mi) east of Kluczewsko 9 km (6 mi) north of WÅoszczowa and 47 km (29 mi) west of the regional capital Kielce.
6, Granger Community Church is a United Methodist megachurch located in Granger Indiana USA near South Bend. It was founded in 1986 by Mark Beeson who is currently the senior pastor. The church has seven weekend services with approximately 5500 attendees making it the third-largest United Methodist church in the United States.Granger Community Church is a multi-site church. The service times at the Granger Campus are Saturdays at 5:00 and 7:00 p.m. and Sundays at 9:30 and 11:30 a.m.
2, Joseph Rodefer DeCamp (November 5 1858 - February 11 1923) was an American painter.
