comment_text,toxic
He should be executed. Child rape...deserves execution. ANY rape...deserves execution.,1
Please do not carry on conversations with other users on my talk page. That is why you all have talk pages. Thanks!,0
"""

 Disruptive Activity 

 Please stop your disruptive editing. If you continue to vandalize Wikipedia, as you did at Paracetamol, you may be blocked from editing.    🍌 (email) 

Yeah, so I add two interesting and important new, relevant references to an article which indicates potential harm to pregnant women on the Paracetamol page. These are removed because you guys don't like primary sources? This is ridiculous and frankly an extreme case of what is wrong with Wikipedia. My wife is pregnant. I for sure want to know about potential harm of this drug. I would think as a medical professional that you would be more inspired by the """"first do no harm"""" idea. The fact that you Wikipedia jerks are so focused on having only sources from a narrow range of whatever it takes for a given article is so frustrating. I've continued to run into this kind of thing. You would think that academic journals have taken over Wikipedia. The idea that I have actually improved the article with my additions, and that others can improve it further, has completely escaped much of the Wikipedia culture these days. Wikipedia has simply forgotten the idea that this is collaboratively edited, rather than having a coterie of people who simply reject all edits if they do not thread the eye of the needle through the dozens of acronym style guides. You guys are disgusting, really. You are standing on the shoulders of millions of edits and now you reject the very thing that got you to where you are, namely lots of collaboratively edited small improvements. Now any change has to go through hurdles that would never have created Wikipedia in the first place. The fact that you have excluded something that is evidence of significant danger to pregnant women based on this culture of exclusiveness should trouble you deeply.   

 I'm sorry that I've upset you, but the fact is we get hundreds upon hundreds of poor quality changes every day. That is why we've written WP:MEDRS which I pointed to when I reverted you. There is also an excellent essay on why we adhere so strongly to it at WP:WHYMEDRS. The fact is that many primary studies are either performed on mice or on very small populations so that their results can't be transferred into clinical practise. MEDRS is no catch all, but it helps us and makes patrolling many articles and removing citations from the daily mail easier. I would also like to point out that we are working on getting these types of warnings into our articles automatically, for example by having FDA warnings automatically added.

I understand it may feel as if you're being reverted by a faceless mass, but I assure you if you had simply taken up the discussion it would have been far more likely to be productive.   🍌 (email) 

 This isn't about my feelings, it is about your behavior. You revert me with no reason, then start quoting this bureaucratic nonsense, then threaten me with banning due to my disruptive editing. This is why Wikipedia is dying, cannibalizing its editors and edits in a Kafkaesque farce. Congratulations, I'm sure your no-doubt proper and uplifting ZYZZYXRD will be cited upon its demise. You may want to try and comprehend your own actions, and not my feelings. See .   """,0
Stupid is as stupid does.,1
"That's when reasonable doubt enters. The accused had woman's DNA on his mouth. So we know that by the time the officer arrived he kissed her, or had oral sex with her. You could say that she passed out when he was doing this to her. Do you reasonably believe that? I don't. The policewoman didn't (she arrested him). It looks like the judge did.",1
"-Aubrey's #1 fan

Wow guy, don't get so worked up, you might hit puberty too soon with all that rage! Get off my page",1
your dad got no dick his nickname is no dick,1
"and more left wing stupidity that never ends, we had 4o years of prosperity losers,, not so much under left wingers",1
"The figure might include a few Israelis killed while in the West Bank or Gaza but majority of them are most definetly settlers. As a matter of fact all these people are known by name and how they were killed so we can count exactly how many of them were settlers (a number that undoubtedly exceeds 200). Also you must note that there is not a single part of the article that even mentions the violence by settlers against Palestinians. Not to forget the rocket attacks, OK it's true they are on much smaller amounths than the rocket attacks by Hamas on Israel but they are still worth mentioning considering they are being done and with intent to kill civilians.",0
"Link==
I edited this page and it said that one of the hyperlinks contained spam so I had to delete one of the links.",0
Like Anthony wiener the pedophile democrat? The one who repeatedly sends pics of his junk. That sick twisted useless waste of skin. Yes that textualist!!!,1
Somebodies a liar. Do you think it's General kelly?,1
Your a dick. She a 15 year old girl and you suggest working jn a slaughter house. Your mom must be so proud how you turned out,1
"Excuse me? When I send messages to others like the one sent to me by somebody named Chris, I see them deleted immediately. Do not tell me what kind of info I have to keep in my page.",0
"""

 Wiki truth 

Jay,

It looks like Wikipedia has filtered out the fluff and gotten down to the factual base of your page:
""""3) he is otherwise of very marginal biographical notability, if any at all""""

You have been Wiki-washed.

  """,0
Why was Street on the Street.  Felons should be executed.  All of them.  1 and done.,1
"""

 Copied from Blue Ball 
(The issues of this language are unrelated to disambiguation, but should be consistent with the article Blue balls.)

The following appears on Blue Ball but is more efficient to discuss here:
""""Blue balls"""" is a modern slang term for a minor cramping men may get in the groin after they are sexually stimulated for a prolonged period but do not ejaculate.
(t) 21:28, 2004 Mar 16 (UTC)

Dorland's Illustrated Medical Dictionary conforms to common sense usage in saying a cramp is """"a painful spasmodic muscular contraction"""", and the groin does have muscles.  But blue balls is not a cramp, but an ache in the testicles (whose musculature is insignificant at most).  Ellis emphasizes """"congestion"""", which i take to imply that the pain reflects failure to release the eleveated local blood pressure resulting from failure to relieve the engorgement of the genitals that is crucial to erection, i.e., a condition related to the """"pain and tenderness"""" of priapism.  (It may be informative to consult side-effects information of Viagra and its competitors, some of which are effective for 3 days and advise medical care for erections lasting over 4 hours.) (t) 21:28, 2004 Mar 16 (UTC)

Further, the term ejaculate, like the earlier """"release semen"""" (that a well-intentioned editor  used to replace simply """"release""""), misleadingly suggests that fluid pressure of seminal fluid is at issue; i think research will show that there is no significant seminal pressure except that imposed in pulses by the prostate during ejaculation.  The real issue is indeed plain """"release"""", or rather release of either sympathetic or parasympathetic (never could remember which is which) nervous-system excitation, which in turn entails destimulation of sphincter-like structures that sustain the engorgement (and that ED-medications work by affecting).
(t) 21:28, 2004 Mar 16 (UTC)""",0
"http://rabble.ca/blogs/bloggers/djclimenhaga/2016/12/calgary-rebel-media-rally-takes-another-nasty-turn-death-threats

""It would be easy just to make fun of Ezra Levant, a self-described defender of free speech, for throwing the Raging Grannies out of his protest rally yesterday for daring to try to exercise their right to free speech.

But seeing as in addition to calls from the podium to remove people who don't support his message, there were credible reports out of Calgary yesterday of death threats levelled against a young woman reporter and someone waving a noose from a hockey stick, surely we can agree to stop calling these ugly events Levant organizes ""anti-carbon tax rallies.""

----------------------------------------------------------------------------------------------------------------------------------------

What a perfectly pathetic bunch of scoundrels.

Real Progressive Conservatives want no part of this lot.

We again see you, Breitbart trolls, and AGAIN REJECT YOU !!!!",1
"Map / China == 

 On one of the maps it says that China claims to be democratic and does not allow opposition groups to exist.  This is actually not quite true - opposition groups do exist and are registered.  Minority groups are represented on the NPC.  A point for debate, perhaps?    

 ==",0
violent offenders need to be removed from the population. simple as that.,1
I have reverted your vandalism of the AFD log. If you remove the link again you may be blocked as such behaviour is considered vandalism. Please feel free to discuss your objections on the relevent AFD page. Thanks,0
"do you mean by seems to? More like does, dumbass.  

What",1
Tự kiểm tra tình hình bản thân máy,0
"""

I agree. Rather than delete material though, we should probably add to it, so we should think about writing a section about culture from an anthropological perspective. There might be material in Culture that would help.  (talk) 19:27, Apr 2, 2005 (UTC)

Unclear sections
I've removed these two paragraphs from the article as they were unclear and unreferenced. If they're to go back in, they'll need references and a rewrite. I'd have rewritten them myself, but I don't know what the first is trying to say, and the second as it stands is false, plus the Pascal quote, if it is a quote, needs a citation, and should be in the Emotions section.  (talk) 19:27, Apr 2, 2005 (UTC)

The rules of scientific classification require a description of an individual specimen of the species. In 1993, Robert Bakker formally described the skull of paleontologist Edward Drinker Cope in an attempt to make Cope the type specimen for Homo sapiens. Despite current requirements that the specimen be available to the describing scientist (Cope was born in 1840 and the scientist who described and published Homo sapiens, Carolus Linnaeus, did so in 1758), it is unclear as to the lack of validity of Bakker's publication and many consider Cope to be the type specimen.

The mental ability of humans and their intelligence make them, according to Pascal, the most sad creatures of all animals. The ability to have feelings, such as sadness or happiness, distinguish them from the other organisms, even if this assertion can be hardly proved with animal tests. Humans' existence, according to most philosophers, configures itself as the search of happiness.

References
We have a short list of references in the References section, but with no indication in the text which points they were sources for; and the inline references we do have are not listed under References. I can fix the latter but not the former. Would whoever added these please say which section each of them was used as a reference for? Otherwise I'll move them to Further reading. Many thanks,  (talk) 19:27, Apr 2, 2005 (UTC)

Dobzhansky, Theodosius. 1963. """"Anthropology and the natural sciences-The problem of human evolution,"""" Current Anthropology 4 (2): 138-148.
Jablonski, N.G. & Chaplin, G. 2000. """"The evolution of human skin coloration."""" Journal of Human Evolution 39: 57-106. (in pdf format (http://www.bgsu.edu/departments/chem/faculty/leontis/chem447/PDF_files/Jablonski_skin_color_2000.pdf))
Robins, A.H. Biological Perspectives on Human Pigmentation (http://www.amazon.com/gp/reader/0521365147/ref=sib_rdr_fc/104-4483989-3863969?%5Fencoding=UTF8&p;=S001#reader-link). Cambridge: Cambridge University Press, 1991.
Rogers, Alan R., David Iltis, and Stephen Wooding. 2004. """"Genetic variation at the MC1R locus and the time since loss of human body hair."""" Current Anthropology 45 (1): 105-108.
Sagan, Carl: The Dragons of Eden, A Balantine Book, 1978, ISBN 0345346297""",0
"Lies! They do accounting voodoo, smoke and mirrors, and Wynn's horrible grin to fool the electorate!  There is no balanced budget, they will still be accumulating debt after this is delivered.",1
Some places have 6 seasons!!!,0
"And of course, EVERYONE else (including Diane) has been too stupid to see this occurring.",1
"SciAm resource 

Sacred Salubriousness New research on self-control explains the link between religion and health in Scientific American December 12, 2011 (page 102). 
Michael Shermer is publisher of Skeptic magazine (www.skeptic.com), and author of The Believing Brain. 

97.87.29.188  

.",0
What are you talking about,0
The only ones who believe military veterans were being treated like crap are the false patriots. I make this comments as a veteran.,1
"3o is only for disputes between two editors, and the dispute on the discussion page is between several editors. I have now clarified this removal.",0
"===Adriano Bulla deletion review === 

 Are you calling the British Library Bulla's 'suckpuppet?'",0
"All we know at this point is that Sylar somehow acquired telekinesis after killing Brian Davis, but we don't know the mechanism by which he acquired it.  We don't know if Sylar ate his brain, absorbed his powers (sort of like how Peter mimics powers, but permamently), performed brain surgery on himself so that his brain was similar to Davis's or what.",0
"It was still NEVER stated that the two pieces of the Bo that appeared when Lily called on her weapon were intended to be Tonfa.  Yes, we saw that they were the same design of Theo's Tonfa, but they were never said to be Tonfa, nor were we led believe that Lily would ever use them as Tonfa.  Again, as far as we saw from the first episode, they are ONLY intended to be combined into the Bo, therefore stating that they are also Tonfa would be speculation.  I have started a formal discussion of this on the Jungle Fury article's discussion page.  If you have any concerns, address them there so everyone can see and offer their own opinions should they have any.",0
Here is a direct interview with Schlafly including questions about her anti-muslim sentiment: http://www.policymic.com/articles/43987/conservative-icon-phyllis-schlafly-the-republican-party-is-in-the-hands-of-the-wrong-people,0
"== Your Bio Image == 

 I changed it to . Would you leave it up there? It's april fools day. Thanks! (If you remove it, well... YOU'RE NO FUN! ) )  |",0
you dummy...,1
"What a stupid article, we all know selling resources at a loss doesn't=revenue.",1
"WTF 

Do you honestly have no life worthless bitch.",1
"""

 Videology page deletion 

Hi there. This is regarding the deletion of the Videology article I posted yesterday. The reason given was because there was """"no explanation of significance."""" I was wondering if I could get more clarification.

According to A7 of the Criteria for Speedy Deletion article, an article must demonstrate why the subject is important or significant. It also states, """"The criterion does apply if the claim of significance or importance given is not credible."""" In terms of credibility, it appears clear that the subject of the article has been covered by credible and reliable sources such as the New York Times and revered advertising and technology trade publications such as AdWeek and Tech Crunch.

As an aside, I'd be remiss to note that very similar advertising technologies currently have published Wikipedia articles, such as TubeMogul, YuMe and Adap.tv. Videology seems no less important in the advertising technology industry than these companies, especially when considering coverage in credible media sources as well as the amount of capital invested in Videology.

I'm very interested in discussing this further with you and completely amenable with any suggested ways to improve the article on the subject matter.

Thank you for your help, time and assistance.

  JBVG2014""",0
"True, yet it doesn't mean that it's wrong.  Trump is bad for America.",1
"'
Donald Trump is by far the least popular president-elect in decades
.
Trump is a simpleton who believes that the world is just a schoolyard where he is the playground bully and he makes the rules. 

He entirely overestimates his own abilities. 
.

Trump is a vacuous idiot.

(and a traitorous con man)
.",1
He pled guilty you fucking moron!,1
"I'd love to chat but you are a footsoldier, not worth the time 87.112.64.32",0
"and once again, theres the equivocation of sex with gender, i. e. an unjustified and imbecilic reduction.",1
""" 

 You are stubborn as a mule, I will say that for you Kinu! Now wonder they made you a Wikipedia administrator! No offense! There is nothing """"suspicous"""" going on here either. These guys are all now commenting on here because I practically had to beg them to get/stay involved. I had people like """"I am One of Many"""" and """"Krystaleen"""" calling me a vandalizer, spammer, advertiser, promoter, and every other name in the book with absolutely no merit whatsoever, and no repercussions against them for publicly slandering me! I have stated that a hundred times now, but they still do not get it I guess. You are an administrator Kinu, you can block us, deny us, kick us off, or do whatever it is that you do and we are powerless against it, except by formal dispute according to Wikipedia policy, but why even go there at this point. 

 I messed up by sending you the existing article as a brand-new article the other night, and you denied it Kinu. I admit that I was not sure how to do that, even AFTER reading about how to on Wikipedia. It was an honest mistake! That is why I asked Shawn to do it for me last night, so it would be done correctly. Can you PLEASE let us make the accurate corrections Kinu, and if anybody complains, I will quit Wikipedia because I know that they won't if Shawn's proposal is followed. It is common sense! I UNDERSTAND that we have to follow the rules Kinu! I get it, trust me, your stubborness has taught me to triple check everything that I do on Wikipedia from now on!!! I will be writing and editing on eggshells forever probably! It is a shame Wikipedia has turned into that, but I will still write because as a journalist I love giving the general public actual truth. If that is not serving the Wikipedia community well, than I do not know what is! I completely understand that there are rules, but don't you think now that maybe you are being a tiny bit harsh on me Kinu, on all of us for that matter? We just want to document these pages on Wikipedia HONESTLY and CORRECTLY, that is all Kinu!!! 

     

   """,0
"""
Dear  Information in Wikipedia articles must be supported by published written documents such as news reports, books, magazine articles, etc., and not contain personal knowledge or opinion. Also, the article describes Barabasti as a """"group of twelve villages"""".  This doesn't sound like an official Indian geographic designation, and I'm unable to find it listed in the Indian census.  Perhaps the name is a historical designation?—  """,0
""" 
 :Just to clearify things, the edit to which she refers is my redirecting of a page which only content (apart from tags) was: """"Archie Gets a Job was an unpopular comic book published by Archie Comics. It only had one issue."""" Damn, I should be blocked for doing such a thing, shouldn't I? ¬¬'   """,0
Just hope to God this will be accepted. I have learned my lesson. 97.102.153.253,0
Do i care what u say? absolutley not u bitch,1
"By that time, wouldn't you be dead, old man? 223.227.119.162",0
One source would be O.K. if the claim was not extraordinary. By inserting this claim into the article you have turned the victims of the massacre into anti-Polish collaborators who were punished for doing that by the Nazis and their Ukrainian cooperators. This claims changes the whole prospective of the events and it is VERY VERY serious allegation therefore you need to back it up with some better sources. One PDF article in Ukrainian language in far less from satisfactory. Thanks.,0
"Idiot ""miner"" in the photo isn't even wearing a dust mask. MSHA needs to inspect this operation for more worker safety violations.",1
"Thanks Warren; ignorant, bigoted, shifty and untrustworthy is ironically how many of the worlds people's view America itself. I'm going Green too!",1
""" 

 == S.L. Benfica == 

 Could you please get another source in English that doesn't contain factual errors? Your source shows """"This time last year Bayern, with 217,000 registered members, lagged behind Benfica with 224,000."""" That's outdated, back in February Benfica had at least 235,000 members (source is FIFA weekly magazine, which is in the article).   """,0
""" 
 :Replied on talk page of IP user. -  •  • """,0
"Oh, and also, Titch - why don'tcha put that thing you wrote on yer user page on Snowy's user page? After all, it's about him, isn't it? And what about putting something about YERSELF on yer user page?",0
Kewl!  William Rodham Clinton,0
What constitutes as 'as long as needed'. That implies that my behaviour may be tolerated in the future. It also suggests that I may undergo some sort of correctional therapy. Please enlighten me as to what you are going to do and provide me a rough estimate of the time I would be banned for so I can judge whether it is worth it or not. 82.40.14.172,0
"==National Trust (dedum dedum)== 
 Thanks for patiently dab'ing all my NT entries up to the full reference. I'd do it myself, but I'd probably get it wrong - and it's nice to know if anyone else ever reads my little articles -)",0
""" 

 == Elevation Difference Discrepancy == 

 The """"Cascade Tunnel"""" article gives an elevation of 2,881 ft, yet this article says that with a Stevens Pass elevation of 4,061 ft, the Cascade Tunnel is 2,000 ft below it. A simple calculation shows that the difference is actually 1,180 ft, not 2,000 ft (600 m). The photo at the pass shows 4,061 as the elevation there. Unless someone can show that Cascade Tunnel is not at 2,881 ft, then I will change the difference to 1,180 ft (360 m).   """,0
"She isn't white?  Ahhh, the old, worn out racist shaming by people who have nothing to say.  I have nothing to say too.  Bye, Bye.  Take your happy pills.",1
"you guys are idiots. I clearly don't care about editing articles on wikipedia apart from this, so ban me. I just don't understand why you are to delete this one, so fucking lame.",1
Tiger Woods likes Seb az86556's unicorns,0
":Wikipedia does not exist to help the souls of the deceased rest in peace, no matter how beautiful their intentions and ambitions were. Wikipedia only covers subject that are verifiably notable. Are there any reliable sources that prove that this organisation is notable?",0
"""Why are people whining about who's version of English is better?  All languages are constantly in development so using age as a sign of being more or less correct is absurd!  The original comment in this section was a simple question of using the label """"commonwealth"""" and excluding Canada, without stating it in the article...  Answer the question, solve the problem, and move on.  There's no need to get into a """"I'm better than you"""" squabble. 

 """,0
If seems that that place is cursed. Not Hi Fi itself but the space in general. Same kinds of things happened when it was the Hodeo.,1
"== Why?  == 

 Why does fucking wild lemurs in the ass feel so good?",1
Complete fool.,1
"August 2006 (UTC)

Ok, tell me honestly if most of these you called dialects are mutally intelligebale or not. 00:19, 13",0
If ever there was a document that needed revision it's that piece of garbage,1
"Ian! Thanks for your valuable contribution! Cue eye roll....
Interesting Wiki! 

Elon Musk & John Zerzan, both Stanford alums, wow, how does this happen?

I say to you what I said to the other little anarchist-I'll change the name:
Ian, with all due respect, please shut up. Take your little box of matches and burn your little black anarchists uniform. I'm a Democrat, a Progressive, a long time Bernie supporter, and you and I have zero in common. Put your hate aside and get to work-real work. What a bunch of crap.",1
"DeStefano is a piece of crap hired by Rance Previes.   DeStefano  was a never trump rhino. 

 He is the one who let almost 700 interns loyal to Trump go about two weeks ago.  He should be one of the first fired by Trump if he wants to clean the swamp.",1
"""

 Image question 

Hi, at Talk:Game of Thrones/GA1 the reviewer commented: """"File:Dubrovnik crop.jpg has author issues that need clearing up as the uploader and author are not the same person it appears"""". You uploaded File:Dubrovnik crop.jpg, can you comment about its provenance? Thanks,  """,0
"MfD nomination of Wikipedia:Truthfully the Best of BJAODN
Wikipedia:Truthfully the Best of BJAODN, a page you substantially contributed to, has been nominated for deletion. Your opinions on the matter are welcome; please participate in the discussion by adding your comments at Wikipedia:Miscellany for deletion/Wikipedia:Truthfully the Best of BJAODN  and please be sure to sign your comments with four tildes (~~~~).  You are free to edit the content of Wikipedia:Truthfully the Best of BJAODN during the discussion but should not remove the miscellany for deletion template from the top of the page; such a removal will not end the deletion discussion.  Thank you.  ☼",0
and give them a chance to shoot back. you are a fool.,1
"== I killed your mother == 

 BY ACCIDENT I SWEAR",1
"Libs. can support  the NDP motion, but it comes down to ""SHOW ME THE MONEY""

Liberal promises mean nothing.

PS

This new comment system sucks!",1
"You can hope all you want. They are college educated (paid for by myself). And very successful!!! Karma let you down this time. To bad so sad ....
They are all conservative and laugh at this nonsense...  grand kids will be raised the same way. 
Socialism sucks",1
"You are wrong, the majority of Americans do not agree with this moronic buffoon.",1
"Screw you Josh 

The world needs assholes like me so it can keep on spinnin', Have a good one, motherfucker.",1
"Everyone in the Bannon/Trump administration is worried. A hard working and honest press, in the proper exercise of their duties, cannot help but make these people/clowns look bad.",1
"...not in tRump's case, Scott.  tRump's narcissism and words is what's killing him.",1
"== Microsoft == 

 I removed the reference to Microsoft's website that  added to the Planned obsolescence in software section.  It is not a relevant citation, since it simply documents the fact that Microsoft no longer supports Windows 98.  A relevant citation would point to an article or book by a third party explaining why this is a case of planned obsolescence.  Drawing a conclusion from Microsoft's web site to the claim made in the section would be WP:OR—not to mention bullshit, unless Marin M. and his fellow conspiracy theorists are also prepared to claim that Ford stopped making replacement parts for the Model T to force people to buy Crown Vics instead.",0
""" 
 :: There is not any """"community review"""" needed to merely unblock me to participate in my RFC/U, in fact there is no community review needed to unblock me period. WP:UNBLOCK governs it. Any administrator is within his or her authority to unblock me at any time. Nihonjoe did so on extensive research last time, but was faulted on the basis that he didn't talk it up enough beforehand. Don't raise it at WP:AN/ANI, but you can call the matter to the attention of your favorite admin if you like, and tell him or her what I said: I promise not to edit elsewhere except the RFC/U talkpage.    PS: I see in your """"Outside view"""" where you believe, yes I was wrongly blocked, but then you fault me for block evasion. I tell you I really had no choice in the matter if I ever hoped to edit Wikipedia again. The WP:BASC email appeal process is a complete sham, it rejects literally 92 percent of appeals with explanation-free form responses. UTRS is a privacy-invasive computer fingerprinting scheme, with any number of anonymous administrators (and """"administrative participants"""" getting access to that data. And so on and so on. I hope you change that part of your view Blackmane, before some agrees with it and sort of locks it in. I am willing to talk that over with you more if you don't agree my position.""",0
"I will see what I can do about Somali Post. For Afghan Post, I should point out that I only did the first version of that article: http://en.wikipedia.org/w/index.php?title=Afghan_Post&oldid;=483771210 everything else was done by someone else.",0
"The section describing fewer pumps, fewer moving parts does not qualify the comparison.  The AP1000 design has 35% fewer pumps, THAN WHAT?",0
Any admins reviewing this can see a longer statement by the editor now known as Hardicanute over at Talk:Denis Avey#2nd Reply. He offers some details about his past accounts.,0
""":::::: As far as I know, the """"Reverted edits by xxx to last version by yyy"""" edit summary is the default one provided by Undo or Rollback or one of the other similar streamlined reversion tools.  As far as I know, there is no requirement that users tweak the default message (and I believe that's especially true when one is mopping up after vandalism in a hurry).  I know that, when I use these tools, I don't always take time to tweak the default message.  I know that, when I see these default messages in edit histories, I tend to assume they're vandalism reversion. 

 :::::: It's fine to wish that people routinely did more in terms of edit summaries on reversions, but I think policy and common practice are currently against you. —   

 """,0
"""

 Up to your old tricks I see 

Thankfully I have not had the displeasure or the need to smell your odious stench on this site for a while as thankfully wikipedia is large enough to avoid contemptible creatures like you.

However I notice we have crossed swords again with you crying out your age old mantra - like the fucktard you are - it's """"unsourced"""". Well done, fucking well done, you are so pig-shit thick and lazy rather than 1. do a little bit of work and find some sources yourself, you just delete stuff because it takes less effort, or 2. assume good faith. Most people don't make stuff up that they add. If you had one iota of sense in that pig-shit brain of yours, you would at least do a quick internet search to check the facts before having a WP:OWN fap and then deleting anything that you like. 

Personally I think, and I have said this before, you make absolutely no positive contributions to this site. Just looking at your edit log clearly shows you generate nothing or even bother to write something = er this is an encyclopedia. If you had your way, it would be whittled down to nothing. You have got talent or knowledge except self-importance because it's easier to be a fucking Rules Lawyer than an editor. 

I have nothing but the utter contempt for you because you cannot even do the most simplest of things and look up something. If Wikipedia is measured by the likes of you, then it's stands by the lowest common denominator: ignorance. Your application of sourcing is so fucked up and arbitrary it's laughable. Are you the sort asshole who needs to see it on the news to figure out the Pope's a catholic? etc After seeing what you have been up to butchering articles like a retard with a paper cutter, I pray to all things dark and evil that you will eventually fuck with one of this site's even worse self-important cunts. Then when you suffer massive butthurt you'll quit and realise it was also fucking pointless being such a grandstanding bastard.""",1
Thanks for asking.  Trump will collapse the markets by being his ignorant and corrupt self.,1
""" 
 :I've sometimes thought that I ought to restrict myself to a narrow area such as Anglesey churches. There's a definite endpoint there, so I can see the attraction.   """,0
"""
I don't think Adam killed her but he is involved in something with Patty. My goal is to make pages from 2000, 2001 and over. But under 2000, i want to make it into decades as there aren't enough characters or information. Thankyou excited to see the page. Yes i'm busy to finding sources etc. ) These pages aren't easy there is a lot of cleaning up, re-writing etc. Alot lol ) Also i have a funny feeling Ronan might be killed. I don't know..its just that he is leaving and in the preview for the next episode he seemed in danger. -  TALK? """,0
""" 

 == Hey there == 

 Hi Indopug, I don't believe we have spoken in quite sometime. I don't mean to annoy you with these drive by FAC requests, but I'm not receiving too much feedback on my nomination (aside from one gracious editor). Could you find some time to review The Emancipation of Mimis FAC (as I see you're a frequent there)? Anyways, thanks for your time.  •   """,0
"penis 

YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61",1
"Too late. IF you're appointed by the part-time crooked mayor, then you're a pawn.",1
"""
Well, it's really common knowledge that the PNA is the first truly independent government of the Palestinian people in many years I'm sure you know that. Secondly, I am (one of) Palestine's National Authority representatives here on Wikipedia and in my duties I am required to provide accurate information of our official standpoint - in this case that standpoint is """"that we are the first truly independent government by Palestinians, for Palestine  """,0
"Yes it was.

And Trump is a weak and insecure fascist buffoon too.",1
There is no reason for you to toss around labels or sterotype me and create bad karma unnecessarily .. i come in peace .. hence i won't retaliate and add any fuel to any fires .. lets work together rather than against one another .. Take care. DigitalMo,0
":::::::::Pardon me, I got confozzled as a result of your recent RfA. What I said still applies, though.",0
"The only thing this column deserves hearkens back to the glory days of Esquire magazine's annual ""Dubious Achievement Awards"" in which some gasbag would be told (in no uncertain terms)
""Oh, shut up""!",1
"""
Well dont fret about it, it is not in the article. And it is not incorrect as I have a reliable source which states the same. Talk """,0
This is an offensive story written by an ignorant person who has no problem making fun of other people's religion. How would s/he feel reading a story making fun of the dead guy on the cross and calling it human sacrifice?,1
Dick catches fish. Period.,1
"""Everyone knows that over 95 percent of those who comment are liberals""  nice ""  Once again ""Trumpeting"" of more misinformation, I never worry about confusing a Trumpeteer with the facts, their minds are made up long before reasoning enters the picture.  24% of the electorate voted this fool into office, 100% of us will pay for his mistakes.",1
"A fraud, A-hole one that should not have any access to any public account and that you are compulsive liar that enjoys naming himself after a character that murders and eats humans and sells them like Pickton to the public for profit. You do know about Pickton, right? You do know the DTES would say his brother did it too, right? and that they hung out with VPD and hell's angels, right?",1
"""I do not believe that black men are more violent than white men."" 

But the murder statistic proves they are.  We agree that the cause is not their race, per se.  And if it isn;t race, the question becomes:  What, other than race, explains the disproportionate murder rate among black men?  You say it ""finding your self in certain circumstances.""  OK. But what are those circumstances?  In what circumstance do a considerable number of black male children find themselves?   You say, ""I think that we ought to pay attention to the circumstances that create an atmosphere that promotes, or encourages violence, or make it likely and then work to change the circumstances.""  That is precisely what I have been saying.",1
"you people are cock suckers 

you people are cock suckersyou people are cock suckersyou people are cock suckersyou people are cock suckersyou people are cock suckersyou people are cock suckersyou people are cock suckersyou people are cock suckersyou people are cock suckersyou people are cock suckersyou people are cock suckersyou people are cock suckersyou people are cock suckersyou people are cock suckersyou people are cock suckersyou people are cock suckersyou people are cock suckersyou people are cock suckersyou people are cock suckers",1
"“You know, I’m automatically attracted to beautiful — I just start kissing them,” Trump said on the tape, filmed in 2005 when Bush was an Access Hollywood host and Trump was hosting The Apprentice. “It’s like a magnet. Just kiss. I don’t even wait.

Well djt did say “it was beautiful.”  Do these clowns REALLY think that folks will send in their tax returns on a post card? For everyone to read? 
Sure here’s my SSN, name, DOB-what could go wrong!

Let’s see your tax returns Donald.",1
"All Muslims believe in one thing, otherwise they are not Muslim at all: The shahada.  
""There is one god, Allah is God, Mohammad is the prophet of god."" 

One god,  one prophet, one book (Koran), one faith,  one path,  one people,  one world.  There is nothing but that.  Death to all who don't follow Allah  is the prescribed medicine.  Every pretty little Muslim girl holding a sign begging for mercy  believes that just as much as any jihad car bomb  maniac.",1
"Having read the article on the 'History of the telescope' it would seem to me that mention of individuals who contributed to optics generally is not justified as no particular person made a particularly important contribution.  I therefore now support something more along the lines of that suggested by , where no names are mentioned before 1600.",0
"""
The image was marked for deletion as a copyright violation. The article is up for deletion as Thomlinson is not notable outside of One Direction. –projectors– """,0
"Zomfg.. You ppl make me laugh.. HA HA HA.. jeezus.. GoD You people need to get a social life, I mean COME ON PEOPLE. Ask yourself this, Are You a potiental re-re or just a full blown retard?!?! And Wishes? Whats this crap about WISHES??? Hes not in the Farking ground [NOT DEAD YOU STUPID IDOIT]XD!!!!!-Robohacker666 [Comin' throu the wall is real F**kin' cool! YOU GLASS BITCH!] >:]",1
"Selling out Canada, one silly idea at a time.",1
"What a bunch of little punks...cops should have accepted the ""challenge"" and beat their friggin asses to an inch of their lives...",1
:Thanks for telling me. What a jerk that person is! I've passed the information along to HelloAnnyong.,1
"Hi, I am very new to this and I am int he process of attempting to setup this wiki page on behalf of the band 'The Breaking News'. This page is simply to provide information to the public regarding the formation of the band and the members in it. There will be no attempt of advertising/sales/marketing as a result of this page.

I have added external links to allow members of the public to access content related to the band itself (eg: Sample music and further information). Non of this external content if a chargeable service and if the band choose to go down the online sales avenue, the links to any sales related pages will be removed from this wiki article.

Lastly, all I can advise is that I am new to this, I am in the process of creating and wording this wiki page in accordance with your guidelines and will be retaining the page from public access until I can create the page correctly and comply with all rules.

I welcome all advice and guidelines available from you.

  
James.",0
