rating,review
4,"Beautiful place to have breakfast or afternoon tea. Stand line first, order and get the number, they deliver to your table. Cappuccino was the best! Sandwich also. I don't think we can't find this level of bakery easily in any other city. A must visit place when you are in Charlotte."
3,"Good ice cream but the line moves really slow. I understand the need to sample but there becomes a point where you just have to move on. It's ice cream folks, it's all good. 30 minutes in line was a tad too much for me though. I had the brambleberry and powdered jelly donut. They were great! Huge shoutout to Jessica, the girl behind the counter. Probably one of the most friendliest people I've ever met."
4,"I'm a big supporter of local businesses and this place has all the quirks and charisma of a local dessert shop. It's located in an unsuspecting and hidden corner of town, but finding it is part of the fun! The ice cream filled donuts are ""ahh-mazing!"" And they have gluten free cones! The owners are super nice and genuine and took the time to ensure I found the right dessert to fix my craving. Make sure to check them out if you're in the area!"
3,"Tucked right underneath the escalator at the Venetian, Bouchon Bakery is easy to miss. They have a good variety of breakfast pastries, macarons, and cupcakes. I liked my almond croissant alot. It was filled with almost paste, just the way I like it. My husband had the chocolate croissant although he said he expected it to wow him more. You know, Bouchon Bakery is part of the Thomas Keller empire after all. My husband did like their coffee alot. As everyone else has said, the macarons are huge. I wasn't even that hungry for breakfast but had to get one to eat with my croissant. I ordered the coffee macaron but only later realized that I was given the chocolate macaron :/ The texture of the macaron was very good. Slightly crisp shell and soft in the inside. Bouchon Bakery is a stand and does not have a seating area. So unless you are planning to bring your coffee and pastries back to your hotel room, I recommend taking them to the Grand Canal Shoppes area and sitting on one of the benches to enjoy your pastries and coffee while enjoying the canal views inside the Venetian."
3,"We stayed at the air bnb above this bakery and just had to try it. It's in a charming neighborhood in Champaign just a block off of Prospect Ave and across the street from Southside Elementary School. There's a small parking lot and plenty of street parking available. Inside you will find an adorable bakery and cafe. We went in around 9am on a Friday and the place was ours. There's seating available if you would like to enjoy your treats in house. We ordered carry out to share with some friends and family. 2 cinnamon rolls, 2 tomato and herb quiche, 2 bagels and cream cheese. I split a quiche and one of the jug ge cinnamon rolls with my husband. They were both well made and the cinnamon roll was delicious! I wish they had a few more savory breakfast items but their traffic might be lighter on weekdays..? They had some baked desserts that looked amazing and some unique drinks you won't find just anywhere like a brown sugar and fig latte. I also noticed hand made marshmallows! They sell specialty food items and gifts as well. This place is really cute and seems to have a little bit of everything. No matter who you are and what you're looking for Hopscotch has something for everyone. Stop in and check it out for yourself!"
3,"This is one of my ""cheat"" meal places. Creamy ice cream of flavors to tempt and make you verrrrrrry happy. I had a regular waffle cone with mint chip ice cream and chocolate shots (or sprinkles how you folks call it out here in the west). They scooped my 1st scoop, then did something amazing - covered the scoop in chocolate shots - THEN scooped the next scoop on top and covered it with more chocolate shots!! OMG I almost hugged him when he handed me my cone of layered goodness. My hubby had one of their milkshakes which is his weakness and Churn does not disappoint. Many flavors - many confection combos and the best way to beat the heat and reward yourself with this creamy goodness. Minimal parking but once you find a spot - it's worth it. Much love to Churn!"
1,"I went to the cupcake ATM (so cooooool by the way) because I didn't feel like waiting in line inside. There were about 10 choices of cupcakes to choose from and I picked the sprinkles. It looked great, frosting was caked in sprinkles so I didn't hesitate to dig in. Well...it was terrible. The frosting was almost inedible sweet where all I could taste was powdered sugar. The cake portion was flavorless even though it was laced with sprinkles. I ate half and threw it out, wasting a very valuable $4.50 on a less than mediocre cupcake. On the plus side, the packaging was really cute."
0,"Laughable. I got a single sundae with hot fudge, hot caramel, and pecans. After I started eating the sundae, I discovered there was no hot fudge, not to mention no much in the way of caramel or nuts. When I took my sundae back up to the counter, they proceeded to put the hot fudge on top of the whipped cream. To make matters worse, the hot fudge was not hot so it was two big globs of thick fudge on the sundae. If I was making the sundae, I would have thrown that first monstrosity away and said to the customer, ""Let's get this sundae right!""...especially considering my sundae was over $6! I also found it odd that all of the specialty sundaes only came with the option of 5 or 7 scoops. It seems the menu caters to groups who are sharing one dessert. This was definitely a disappointing first (and most likely last) visit to a supposed Phoenix institution."
0,"Am̩lie's is a racist institution. They refer to black employees as ""the help"", decorate in blackface and have failed to have any leaders that are not white despite many opportunities. Leadership has referred to their black employees as people who were not ""otherwise employable"". Think twice before you give them any of your money. Am̩lie's has been problematic for YEARS."
4,"Great ice cream and treats! It is a good late night stop when you really need a kick of sugar. The good - amazing store made flavors - cookies! - friendly and helpful staff - open late - decent amount of parking for a place on central - nice casual seating - always clean and bright The not so good - next to a high school, so maybe don't go during lunch hour"
4,"I had such a great time here!!! The staff is so friendly (honestly like chatting with friends) and the whole place just exudes joy and warmth. They aren't just there to serve ice cream, but seem to really want to get to know their customers and what we want. They usually have a board up of flavor suggestions that customers can contribute to and they actually make it happen! Mason's has so many unique ice cream flavors, as well as plenty of vegan options. I got the pineapple upside down cake (with pineapple chunks, YUM) and marzipan and it was DELICIOUS and creamy and smooth. They also gave us a complimentary egg waffle, and that with ice cream? AMAZING. Would recommend 100%!"
4,"Went for coffee and cupcakes while in Vegas and was not disappointed. The cakes were moist, fluffy and so flavorful. Also we tried a multitude of bad coffee while in Vegas and this place was excellent! We had the peanut butter chocolate, double chocolate, triple cinnamon, banana, dark chocolate banana, chocolate marshmallow - and they were all so good!"
4,"Stopped by with my little one after dinner on a Sunday evening. The staff is so warm and kind. I didn't think I had enough small bills to pay and was rummaging through my bag to find change and the girl assisting me was about to use her tip money to pay the difference which was so nice but I didn't let her because she earned those tips The selections is quite vast here, both for ice cream and shaved ice flavors. The prices are reasonable, less than other places I've seen and, I have to say, the cotton candy flavor was actually amazing and not overdone like it can be. I'm am definitely coming back. 10/10 recommend. My daughter loved it!!!"
4,"Bouchon Bakery is located right at the corner of the Venetian, next to Walgreens. It is a little piece of heaven! Macaroons are about $3, but so worth it and they are also bigger than most. I decided on the salted caramel and pistachio ones and they just melt in your mouth. I got there right after they opened so it was fresh and new for me to try. It was light, chewy and not overly sweet. I also ordered the bacon and caramelized onion croissant and it was delicious!! The caramelized onions were my favorite, I could have ate just a cup of that but the croissant made it taste even better. They had alot of other delicious options that I had to say no to since I knew I was running the half marathon later that day. But they had cupcakes, cookies, cakes, croissants and other breakfast items along with drinks. Everything looked delicious and I will be sure to come back here when I come back to Vegas. It's definitely not cheap, but worth it! They are quite addicting too...dangerously delicious!"
1,"We stopped in on a Sunday afternoon around 4PM. The inside of the shop was very cute. We ordered the butterscotch pudding and the orange olive oil cake with honey cream. The total of these two desserts was close to $14! The butterscotch pudding was served in an espresso cup so there was not much of it. We were shocked by the high price, but thought it could be worth it. We took the desserts home to eat. The butterscotch pudding was okay. Most of the olive oil cake was pretty dry, although some portions were moist. We did pick up the cake later in the day, so we may not have come at the best time. We would like to return again, but earlier in the morning."
3,Great donuts but they might be closed FOR GOOD. Im here for the 2nd time on my trip to Vegas & it says closed & its 7:08 am. Nothing on their website says they should be closed. Nothing on FB. THEY NEED TO UODATE THEIR STATUS so people dont waste time & gas on their vacations to come here & them not be open. .
2,"I really like their takoyaki and crepes but soooo inconsistent, especially the boba! Also, the oreo milkshake I got was more like shaved ice with milk"
4,"Wow. The pastries here are the best I've ever had. We shared a lemon poppyseed iced cake, an orange cinnamon roll, a ham baked pastry -- everything was absolutely amazing. We also had iced chai lattes which were excellent! Everything we sampled was delicious, but not heavy or too rich. It was just perfect in flakiness and savory flavors. I will absolutely come back here!"
0,"If you're looking for a good dessert, I don't recommend this place. It was super pricey for what you get. I don't mind spending money on good food but this place missed the mark. I had the Fruity Pebble ice cream, it tasted nothing like them. I was expecting sweet fruity flavors but it was super bland. My husband got the Golden Knight Shake, for $15 I was expecting it to at least be topped with whipped cream. I really should have looked at reviews and the lack of line here. Should have been a dead giveaway."
4,Stopped by this place on 4/18/22 and just got a basic donut with vanilla glaze. This donut was huge and anything but basic. They have huge donuts and an amazing selection. They are open until they sell out. So come early and treat yo self.
1,"Not impressed. Chocolate shake was watered down ice cream, and the cookies scoop was really sweet not flavorful. It was unique but not memorable. Wouldnt come back, and the location is TERRIBLE!"
3,amazing bakery items and a HUGE selection. i could just stare at everything for hours. pretty much have every single type of barkers item you could imagine. the cookies are fantastic and huge - big fan of the peanut butter cookie. also the staff is very nice and helpful
0,Not worth it. Wasnt planning on trying the place but was desperate for breakfast since the eggslut line was super long. Ordered cornflake marshmallow chocolate chip cookie and the bday truffles. Prices are ridiculous. My cookie was just ok. Way too salty and not enough chocolate. The marshmallow seems pointless as it gives the cookie a weird chewy texture but not the good kind. The truffles were good but super sweet you can only eat one and need to down water after. Pretty much cake pops without the icing. Not worth it.
3,"The service was slow, but when I got my cookie ice cream sandwich all was forgiven! The location is so prime & great for people watching! I ordered the Chocolate Chip Cookie sandwich with Cookie Dough Ice Cream. WHAT is that even real life?! Your options are pretty unlimited here and EVERYTHING looks yummy. We sat outside and enjoyed our desserts! Try it! You will not be disappointed."
4,Milk and Cookies ice cream! Get it!! We are from out of town and I've tried many many ice cream places. This ranks in the top 3!
3,Prices seemed fair. 2 cannoli and two iced mochas were under around $10. The wait was very long despite how many employees were there it seemed only a few were actually getting anything done. One woman helped our group of 4 and when I tried getting a young mans attention to add to our order he told me that I would need to talk to the woman helping us. The cannoli was amazing though and so was the iced mocha. Everything in the place looked fantastic. If I ever find myself back in Cleveland I will surely spend more time in little Italy.
2,"Just ok. I've cream has decent flavor, but isn't very creamy. The kid at the counter who served us was kind of lacking in personality. This is different than any of our previous visits so either it was an off night for him or he hasn't yet been fully trained. He did say he'd only tried one flavor so wasn't much help when we asked what the creamiest flavor was. Hot fudge on out sundays was a little sparse too. Just average overall."
4,"One word, MACARONS! This place has been by far, the best Macarons bakery shop I've encountered. Although it's a little on the pricey side, I say 6 macarons for $17.50 is all worth it in my pocket. There about 7 macaron flavors total, which include: pistachio, vanilla, coffee, lemon, raspberry, chocolate, and one I can't seem to remember. All were my favorite except the chocolate and coffee. The vanilla one is extraordinarily delicious! I haven't tried anything else besides the macarons, but by the judge of it....it looks like everything they serve is definitely an A in my book. I've been hearing especially good reviews about their TKO. It's kind of a hidden place, it's right behind the escalators from when you first enter the Venetian through the parking garage. Stop by if you get the chance, believe me it's all worth it."
2,"This place sells decent ice cream, but it was really nothing outstanding. Just not bad value for your money."
4,Upon coming in we were greeting by Gina who was wonderful and inviting. She welcomed and answered any questions we had and was extremely polite and helpful. She walked us through the menu and gave us recommendations. I ended up getting the Hawaiian shaved ice with tigers blood and passionfruit topped with condensed milk. My boyfriend got the Halo Halo which is a specialty drink that contains 13 different ingredients! BOTH were delish and well presented. We will definitely be coming back here!
4,I wish I could rate this place from my experience. I got here around 11am but they were closed because they were sold out!!! I mean it gotta be really good to sell out 3 hours before their closing time and I'm sure they have a pretty good estimate on how much supply they should have for Sunday right?
2,"This ""Cake Boss"" offering is quite popular - LONG lines for pastries that are generally good, but not great. Very visually attractive but uneven quality. Cream in puffs felt oily and were certainly not fresh cream. Cakes were pretty good and sour cream based frosting was very good I would recommend visiting when the line is short - we lucked out about 11am. Not worth a longer wait in my mind"
0,"Very disappointed with my last visit to this bakery which is really sad given I live nearby. I ordered the coq au vin soup which i was told was a hearty chicken soup, the croissant sandwich with ham and cheese as well as a fruit tart. The cup of soup had absolutely no pieces of chicken in it, just a lot of broth and onions. The croissant was a mess, one side was not the entire croissant, seems most of it felt out or got burned so removed. The only thing that was good was the fruit tart as always. As I ordered all to-go, I didn't noticed all this until I got home which was extremely irritating. And this is not a cheap place!"
1,"Do not buy the bag of cookies that sells for $22. They are not fresh and not worth the money. Mine tasted like they were at least 3 days old if not more. i went there because of a recommendation on the apple pie. Since they were out of apple pies, I bought the cookies. Overall, I was not impressed. The meringue with hazelnut was horrible too."
3,still great kouign amann. chocolate croissant was more cake like. macaron good at a better temp
3,"So I came back to Bouchon for the a box of macarons...just to try the different flavors. The coffee was good, as usual, the vanilla bean and lemon were also good. The raspberry was okay. I liked the texture overall and do recommend it. The thing is that I like desserts, but I don't like them overly sweet. I had the red velvet and I know a lot of people like it super sweet, but I liked that it was more chocolate in taste and it had the right moisture. If you're looking for really sweet red velvet, I probably would not recommend this to you. But I felt that Bouchon delivered me what I was looking for. =)"
4,Delicious stuff always amazing dont let this heat beat u get the wonderful ice cream from novel
4,Its hard not to order everything when I come here because its so good. You can also order on Instacart for delivery. They always get my order correct which I appreciate
0,"WE NEVER SKIMP... that's a lie. I've been to Handel's multiple times and have enjoyed great service, knowledgeable staff, and great portion sizes. However, I was very upset with my most recent experience. The employee was untrained so he was not familiar with the menu and gave us portions that were half the size of everyone one else around us. When I had asked for my ice cream to be served in a sugar cone instead of a dish he said that it would be an extra charge, even though it says that the Tuesday special includes a sugar cone and I've never been charged extra for a sugar cone in my past visits. He also was not familiar with what the Boston Cooler was, and when we asked for a Boston Cooler with banana cream pie ice cream, he was confused what it was and instead of clarifying if that was not doable he charged us for both the float and the ice cream separately. Usually, when we receive our ice cream it fills up the entire cup and then some, and our portion was a tiny measly scoop that filled up half the cup at best. They really need to train their employees better before putting them at the front of service. Having this terrible experience due to an untrained employee has greatly tainted my view of this place. Ice cream was pretty good tho"
4,"This place is a hidden gem. The people working here are so nice. The flavors are amazing, and the kids had way more sugar than they needed (but that's kind of the point here)! The only downfall is the small building. If it's busy, there will be a line outside the front door, as only one group can reasonably be in there at a time, but there is no way to know that if you enter from the back. Will definitely be coming back."
4,"I love this place; unfortunately, I can never get anything when I visit because there is a 5 mile line that stretches into the other room. Come here when people are out of town (e.g. Spring break, holidays). I look forward to their other place opening to cut down on the overwhelming number of people who go to this one."
4,"My kids enjoyed the ice cream and I couldn't take the picture fast enough! This is my second time here and I can't wait to try more flavors. On this visit we had the hazelnut with Nutella and the strawberry cheesecake chunk, both in waffle cones. We'll be definitely be back for more!"
4,"Red velvet anything, french macarons, and toasted marshmallow are basically in my personal book for favorite desserts. So when I saw that this place has all 3 in one convenient cup I knew I had to have it. I got a bowl with passion fruit ice cream with purple rain (blueberry muffin), with a red velvet macaron topped with not one but two toasted marshmallows. The guy who scooped it said he had never stacked two toasted marshmallows before but I saw in his heart that he had potential to be a jenga world champion and he did not disappoint. Both the passion fruit and blueberry muffin ice cream were great but the perfect bite to me was a spoonful of the chewy macaron with some gooey marshmallow, and blueberry muffin ice cream, followed by the passion fruit for some contrast. It's amazing! Really great place with nice people and especially excellent sweets."
3,Handel's has amazing ice cream customer service is wonderful however I love the pecan praline ice cream and pecans had that old rancid taste..and I've noticed over the last several months they hardly put any pralines or caramel in it it's just like vanilla ice cream now with a couple of pecans and I wish they would be consistent and put more stuff in it otherwise I might as well just or vanilla ice cream and I had told them about it a couple months ago and I just got some more last night and it's still the same
4,"What's not to love? They have iced coffee on tap, donuts as big as your head. When we were there, we had a buy one get one option. If I were needing a sugar shock, I might have tried the Homer (a pink frosted donut with sprinkles straight out of the Simpsons), but i wasn't feeling so bold. Instead, I opted for a chai cake donut. My boyfriend got a Boston cream. We tore through them so fast I considered getting more. This place is off of Fremont, but still worth a quick grab and go breakfast."
4,"Our favorite ice cream in town! Great quality, great flavors! Love the seasonal additions to the menu."
2,"Every time I have been drinking at The Linq or nearby I have to stop for a cupcake or ice cream at Sprinkles. Each time it has not been great. The cupcakes are dry, the ice cream tastes old. Usually when you are drunk every thing tastes better. Maybe it is because I always come in at night. I have also gotten the wrong cupcake out of the vending machine twice. First time I thought it was user error but second time I know I did not get what I selected. That being said I am sure I will be back next time I am drunk and in the area."
4,"I was so happy when I found myself at a Pirates game during the week recently and realized that Sinful Sweets was only a walk away. I've heard such good things about this place and I couldn't have been happier. The highlight: Everything, really. But in all honesty, it seems they've made a name for themselves with their chocolate covered bacon. The chocolate and bacon both seem to be of excellent quality, which really work well when they're combined. I also recommend their cake pops and truffles. You can't go wrong with this place. I just wanted one treat and walked out with a whole bag!"
1,After lunch I got that sweet craving for ice cream and decided to venture to sweet republic. Walked in and the you g girl behind the counter must have been the most miserable person. When they offer so many flavors you have to be able to taste some to decide. She made me feel like I was being a bother and I felt pressured and uncomfortable to ask to try more flavors. Other guests walked in and we decided this would be our opportunity to leave as the ice cream store should be a happy place to visit. We went to Scoop n Joy and had a fabulous time sampling so many flavors.
4,It it amazing !! Best soft serve ice cream in town.My kid love the ice creams. Ube is my favorite flavor It is so creamy and not too sweet. Love this place. Thanks for open in Henderson Las Vegas
0,Best ice cream around. Had chocolate birthday cake with a red velvet macaroon and homemade marshmallow. Omg. I meant to give it 5 stars. Not one debbie
4,We went first thing in the morning after a long night in the hospital. The food was great. The coffee was great. The customer service was excellent. I loved this place!!!
4,"Hello, My name is Scott Bianchi, and I have a donut problem. I'm a huge fan of the Donut Bar in San Diego. They have great donuts, they have great people. It's a good place. When I heard they were opening a store in Las Vegas, I was jealous of Las Vegas. They're supposed to open a store in Santa Clarita. However, when I suddenly planned a trip out to Las Vegas, I knew a stop here was primary on my list. Saturday morning I woke up early. Having been to the San Diego location, I know there's a line a block and a half long Saturday mornings. However, when my WAZE lady told me I had arrived at the Las Vegas store, there was no huge line. There wasn't even people out the door. It seemed fairly quiet. There was also a parking issue. The lot directly across the street has signage all over it saying 'permit required' and 'we will tow your car' so when I parked in it initially, I was a bit concerned for my ride. I poked my head in the door of the Donut shop, and asked about it. The nice guy behind the counter said that the lot didn't belong to them, but there was free parking on sixth street on the weekend. So I ran back out, and relocated my car to the warm and fuzzy, safe free parking area just down the street. I then returned, knowing that I could sit for a lil while and have my ride be there when I left. I entered the shop, and the familiar donuts smiled up at me from their case. They were holiday decorated even. I walked down the case and picked out four donuts. I was going to stop at three, but then the rudolph donut just had to go along too. So, I paid for the four donuts (ended up at about twenty dollars) I then sat down to admire the donuts, and the fish tank from the fish tank tv show when I heard somebody order a french toast donut. ""French toast donut?"" I asked, still composing my yelp photo. ""Yes, we have them on Saturdays and Sundays..."" ""I loooove the french toast donuts. I want one."" ""Excellent!"" I paid for a french toast donut, and sadly put the lid back onto the box of donuts I had. I sipped on the juice I had also paid for. After a lil while, another donut box was brought out. This one had a plate and containers inside. Atop the plate was a french toast donut. In the containers were toppings. One had maple butter, one had jam, and the third had maple syrup. I've never been a syrup kinda guy, so I put that one aside. The butter I smeared on top of the donut, and the jam I also used. There was also a plastic fork and knife wrapped up in a napkin. I used them to surgically cut apart my breakfast and enjoy it as long as I could. It was good. After this french toast donut, I was actually pretty full. So I thanked the store for their tasty treats, and walked back to my car. It turns out they're a just block away from old Fremont street. So knowing my car was in a safe spot, I spent several hours wandering the area. Lots of very neat things to see right around here. Including 'old' Las Vegas, and container park with their colossal mantis. (Just in case you're looking for things to do around here) The four donuts actually went home with me. They were still tasty and fresh when I got home the following day."
0,I walked in at 12:01 Mother's Day evening they told me they closed at 12 I asked politely if I could order something I was extremely nice and IVAN the manager was so rude and couldn't let 1 min slide on Mother's Day mind you ....
4,Amazing ice cream and the waffle cones are the best! The ice cream was so creamy and delicious.
4,"Somisomi does it again! New location in Henderson!! My baby loved his oreo ice cream, and I got to try their Thai tea ice cream (forgot to take picture because I inhaled it, lol) I haven't seen this flavor at any other locations so I was excited to try it and glad I did. It was bomb!! Not overly sweet but I could definitely taste the Thai tea flavor. Their ice cream is always on point no matter which flavor you get. Super creamy and not too sweet. Cute and simple interior. Currently they serve ahboong upside down to limit contact, but I like it that way way anyway. Not a problem! You get a free taiyaki this weekend if you get one ah boong, but I made sure I got a box to go. Their taiyakis are so chewy inside. So good! Just like the location in the Shanghai plaza, staff here was friendly and nice, too. Will definitely be coming back soon!!"
4,"Loved everything about this bakery! Decided to stop here the last night before I left North Carolina. The decor, the pastries, and the quiche were delicious. Nice and friendly staff. Would definitely go there again if I'm ever in town."
0,"Seriously Handels??? Who thought of the bright idea to think ppl want to eat their ice cream, I mean soup out in this weather. You couldn't find a way to have some kind of inside seating? And the service was atrocious. The guy at the window could not have been any ruder. Ice cream was ok but not worth the cost or having to sweat in it while eating. Many other places worth going to than here."
4,Presti's is a must if you go to Little Italy. They have the best cannolis and cream puffs and it's an awesome location to stop by after dinner!
3,"After eating at Bouchon, I really wanted some dessert from Bouchon Bakery. After looking around, I could not find it. Sadly, I gave up and was on my way. Next time around, I was determined to find it. It was no wonder I couldn't find it the first time -- It was a small bakery stand. I assumed it was a large bakery of some sort. Happy to find some of my favorite treats here, done their way, I was pleased. Of all the coffees and cupcakes, and other pastries, This is what I got. The carrot cake sandwich was my least favorite, though it was moist. I guess I'm not a true fan of carrot cake. It is either too sweet or too dry. Theirs was perfectly not too sweet nor dry. The cream cheese frosting in the middle was perfectly sweet. It just wasn't memorable. Their macarons were expensive, but I had to give it a try. It can't be as good as Bottega Louie in Los Angeles, can it? The coffee macaron was actually pretty tasty. The outside had a nice crunch, and the inside was soft and creamy. The coffee taste was prevalent, but was a bit too sweet. Nonetheless, it was delicious. I saved the best for last. My favorite, the nutter butter cookie was amazing. The cookie part was crispy and buttery. The inside peanut butter filling was creamy. It was like an actual nutter butter sandwich cookie, but a hundred times better. The taste was definitely memorable. This bakery and sweets shop is really hard to find. Once you find it though, you will be glad you did. Their baked goods are of the highest quality. They offer other dessert options as well as sandwiches. It is perfect for a quick bite to eat or for dessert. They are underneath one of the escalators. Try to find them and get your goodies."
4,Holy crap. I wish I could eat here everyday. I had the strawberry shortcake Milk Shake with an edible rim..... WOW. she had the banana split sundae... Geeeeeez. So damn good lol
4,"Villani's has the best coconut cake I have ever had. Not too sweet buttercream frosting, the cake is a great texture, and it is a great size. Their strawberry cream horns are also awesome. Lightly sweetened whipped cream with fresh strawberry mixed in, yum. This might be a seasonal flavor, but I hope not. The cheddar biscuits are also great. Can't wait to try more things here!"
1,"I am a big fan of milky desserts and once I saw Milk Bar in Cosmo, I just had to give it a try. I decided to order the cereal milk soft serve, since I absolutely love love love Afters Ice Cream's version of it. Honestly, it was alright. There wasn't really anything special about it...in fact, there was a strange after taste. I finished about half of the serving before I got tired of the flavor and gave the rest to my boyfriend. I probably wouldn't come back just because the prices are a little off-putting. I think there are other places that would satisfy my sweet tooth a little better."
2,"I just dropped by Sweet Republic after dinner to see if they have one of my favorite ice creams. The one I was looking for was Kulfi. I have been stopping by every so often to see if they have it as it appears to be seasonal. When they don't have Kulfi, I just get one of their other delicious ice creams--so wonderful and very unique. I have even tasted one with blue cheese in it. Anyway, TODAY I FOUND MY KULFI!!!!!!!! So excited. I bought a pint and brought it home. Much to my dismay, it was not like the kulfi of the past. It lacked in cardamon and pistachios. It was missing that exotic flavor of spices that used to be in it. This tasted more like just an ice cream base without much of anything in it. I'm crying in my ice cream right now as I was SO looking forward to my Kulfi. If I had taken a sample taste of it, I probably would have chosen another flavor of the many interesting ones that they have. But why would I ask for a sample when I thought I knew my kulfi so well?! Hope that the management fixes the problem with the kulfi. Whoever was mixing the flavor did not follow the recipe because it does not taste as before. Thinking of bringing it back. So disappointed."
4,"I've had a lot of ice cream in life but this ice cream right here changed the game. I loved it, it's perfect, it's everything I want and need. So this place has a window you can go up to and order. Be prepared there are a lot of ice cream flavors to chose from, it's gonna take a while to decide. Service is very quick, the line moves fast. I went with strawberry cheesecake and banana cream pie. The strawberry cheesecake was incredible, I loved it. But let me tell you, the banana cream pie is the greatest ice cream I've ever had. I don't think I could go back without getting it every time it's that's good. Overall, this is the best ice cream place on the planet, change my mind."
4,"Went to Jack Frost 04/30/2020. Business open. Store was closed 2 eeeks before due to Covid 19. Store has updated with plexiglass, distancing spacing & line marking. Looks really good & safe as practical under Covid 19 regulations. Will return. Same tasty donuts."
0,"I've been here twice, it's definitely overrated and customer service could use some work also. I won't be coming back. They packed my carrot cupcake in with my daughter's strawberry shortcake...not a good ideal! It was a mess by the time we made it to our room and we ended up throwing it away. I wasted $25 on absolutely nothing. Save you money and time and go to Sprinkles! It's just not worth it!"
4,Very good ice cream made with everything all natural. The owners seem very hard-working and the mother of one of the owners is there working often too. The pricing is a little bit high but worth it. We only go here for an occasional treat partly because of the cost.
4,"Really great ice cream, plain and simple. Not sure what their secret is. It's just really creamy, rich and full of flavor. Haven't had a bad one yet. If you're looking for some good, old-fashioned ice cream, give this place a try."
1,"Honestly, I'm a fan of the next great baker! And I've been wanting to try Carlo's Bakery for the longest.. So today it finally happened and I don't understand what the hype is. On the show, Buddy was very big on the importance of the ""sponge"" in a cake/cupcake. It should be moist, soft, and delightful. Me, my mom, my brother, and his girlfriend all bought one and tried it together and both cupcakes, the red velvet and the carrot cake, were dry! We tried a Canoli which was good and the Lobster tail was good as well but nothing was ""amazing"". The service was good but the desserts were a disappointment. Not to mention the desserts were pretty pricey so yea I'm not coming back."
4,"Bless Batch. Their baguettes are the best in town (with options for baguette and demi baguette depending on how hungry you are). Everything from cookies to croissants are absolutely delicious and high quality. I gravitate mostly towards the sweets but the savory items like the quiche are and croissants are a good size for having one savory item and one sweet. The savory pastries, such as chorizo&cheese bread and gruyere croissants, are a little messy, but honestly, such is the nature of anything with these types of cheeses. Single serve monkey bread is an awesome idea--sometimes you just don't want to break out the Bundt pan but here they are in single servings. Seating is mostly on stools facing the window and you can also purchase coffee or bottled beverages. Batch is my #1 recommended bakery in town for nearly anything!"
1,Comparing to diddy riese cookies in los Angeles... nothing special imo. The cookies.... don't taste like anything special... the ice cream too. Its a fun dessert area though.
0,"Before my flight home, I decided I wanted something sweet, and what better place than a Sprinkles cupcake. Because I am unfamiliar with the area, I parked at the Caesars parking garage and walked to the cupcake shop. I select my cupcakes and hand my debit card to the cashier. She then asked to see my ID, I told her I don't have my ID , I left it in my rental... because the Sprinkles that I go to often to in Northern California or, the one I've visited in Beverly Hills a few times never asked for my ID. She then goes to ask a shift manager if she can accept my debit card. She comes back and says no she needs a photo ID of some sort. I was extremely heated because I had 20 minutes to return my rental, and had to walk all the way to the Parking garage empty handed. About a few days later I realized I could have used the ATM outside of the shop"
4,I went here for the first time tonight as it is right down the street from my place. Delicious locally made ice cream and freshly made waffle cones are as good as it gets. The Super Farm and Cookies n Cream ice creams are my favorites. Will definitely be taking many trips back to this spot this summer.
3,"Here's why I love AZ: With 100+ reviews, 4.5 stars rating, hottest day of the year so far, there is not a line to be had at this delicious place. If this place with this rating was in the Bay Area we would be waiting in a block long line in the rain (ahem-ici!-ahem) for pricey ice cream. The Coconut Sorbet (with fresh coconut) and the Mint Chip (with lots of fresh mint!) were out of this world. The Salted Carmel could have used a little more of the salt, though. Will be back when we return to AZ."
3,"3.75 stars. Croissant: crisp and buttery, but not the best I've had. It might have been better if I'd had it earlier in the day. Pain au chocolat: Again good, but not the best. The chocolate had never fully melted and the croissant was on the dry side. Pain epi with butter and cherry preserves: A great deal at $1.75. Pretty crusty, but in a way that I like. I'm not sure what kind of butter it was, but it was very good, as were the cherry preserves. This was my favorite item. Lemon Macaron: I have only had macarons a couple of times, and I'm not sure I'm a fan, so I don't think I'm the best judge of this. The texture was light and crisp on the outside, then chewy, then gooey in the middle. I think it's the goo I don't like. I've had some very good pastries, so I judge pretty harshly. If you are visiting from an area that doesn't have as many options, I would highly recommend checking this out. These are made right, and this is probably among the top 5 bakeries I have been to. It was lovely to have this available right near the guest elevators."
4,"Really, really good! Taste homemade and fresh. Had the Butter Pecan, so yummy. Sorry no diabetic options, so bring your insulin!"
0,"STOP!!! This is what I observed during my visit tonight Saturday March 20, 2021 at 9:15 PM. The same staff member that takes your order and money goes to the dipping case to scoop your ice cream without washing his hands or wearing a pair of gloves. At best, this is not sanitary and worst they could be spreading COVID-19. We all know that money is filthy and we should wash our hands after handling it. The unsafe practices at the establishment should be criminal. God know just how many unsuspecting customers caught the COVID-19 virus from this place."
3,"This place stays busy but understandly so. Although the crowds can get big the self is always respectful and pleasant. I've had most of their pastries and have never been disappointed. They drip coffee is also fresh and a good find. The people who come are just as entertaining as overall atmosphere Amelie's fosters. Its a great place for a friend date, studying and casual meetups."
