Score,Text
3,"These are very good, sweet, full plums, exactly as advertised, and just like you get in the store (in smaller pack sizes).  It is nice to be able to order a food product through Amazon when the store is out.<br /><br />Only one minor problem.  The sack is huge.  It contains about 3 paks of the Sunsweet Family size you can get in the store.  Towards the end of this pack, the prunes can be a little squished and hard to get out (you have to reach very deep).  The Family size pack by Sunsweet is ideal.<br /><br />The box the product arrived in was not too well sealed with tape.  The yellow bag was fine, but the cardboard container was not sealed well, and when it arrived, I could imagine that the yellow bag could have easily slipped out."
4,"I love this tea.  It is caffeine free, naturally sweet, and very relaxing.  The blend of mint and chamomile is perfect!"
4,"I am terible at drinking water, but these drinks are no problem. drink them all the time, never leave home without one. And if your thirsty it is more refreshing the water. I liked them so much that I made my kids try them and they all liked it alot."
4,"There is nothing like a good cup of Caribou coffee to put a smile on your face,  Great tasting, smooth coffee. A+++"
4,"This is some very good extra virgin olive oil. I am very impressed. I am really liking the fact that its organic as well, bravo to this company."
0,The boxes were not properly sealed.  As soon as I would lift a box out of the case couscous would leak from the box and go everywhere.<br /><br />The couscous wasn't as tasty as the whole wheat couscous I've bought in my local supermarket.
4,"If you are in the mood for good eats (ok maybe Alton Brown can charge me for that) try these jalapeno pretzels. They are very good, not too hard and great flava flav. And it's really true you get 12 packages."
4,"Kala has two molars missing, but this bone give her a good chew without her hurting herself.  Kiev tries to take it from her, but fends him off fairly well!"
4,"Good vinegar, but I didn't get skinnier by drinking it daily (believe me, I tried!) and it doesn't make me feel better when I'm sick. I wish it did! I used it daily for about 2 months, so I would have expected something by then.  It's good vinegar though if you're making a salad :)"
1,"I was looking for some jasmine extract to make some thai desserts with.  When I opened this bottle of jasmine extract, it sort of smelled like jasmine, but also had some other weird (not so great) smell to it. I tried using it once, and dumped the rest down the drain. It also came in a plastic bottle, which I found curious, as I was expecting glass.  I have since found much better jasmine extract elsewhere online."
4,"*****<br />Tazo's China Green Tips Green Tea is a slightly stronger green tea than Tazo's Zen, and I liked that it doesn't contain Tazo's omnipresent ""natural flavors"" that almost all of their other teas contain, which to me is not an advantage. I like a natural, real taste with real ingredients sans vague ""natural flavors"" and sans flavorings, sans essences, etc. China Green Tips delivers this in a cleaner, purer way than Tazo's other teas. I liked this green tea!<br /><br />The ingredients in China Green Tips are simply spring-harvested green teas from China. It contains caffeine.<br /><br />Tazo is an interesting company that makes only super premium teas. They are socially responsible, based in Portland, and have the motto, ""The Reincarnation of Tea"". Tazo is owned by Starbucks. Their web site is fun and quirky, with a Zen-type focus, definitely worth checking out. It is unclear, though, from their web site, how many of their ingredients are organic or kosher, and they do use some ""natural flavors"" in their teas--this wording seems a little vague and unnecessary for a super premium tea. China Green Tips has none of these ""natural flavors"" and it shows in the quality and cleanliness of the tea experience.<br /><br />On the paper tea packet, Tazo writes, ""a traditional Chinese green tea with a delicate fresh taste and a light green liquor."" This is the perfect way to describe this tea! On their web site, Tazo describes the flavor profile of China Green Tips as ""grassy, vegetative, sweet, ricey"". Tazo describes the aroma as ""vegetative, popcorn"".<br /><br />I would rate this tea, and Tazo in general, as very good---better than premium teas like Stash or Celestial Seasonings---but not as good as Numi or Aspen. Still, this tea is excellent, so I'm breaking my tradition with Tazo teas and giving it five stars. If you enjoy super premium teas, and are stuck with Tazo for some reason, choose China Green Tips and you will be quite satisfied. I can't honestly say that about any other Tazo tea.<br /><br />Highly recommended.<br />*****"
4,"Aloha from Hawaii!<br />I absolutely love this product especially since it DOES NOT have the bad after taste like the artificial sweetners. This tastes really like sugar but isn't. I wish it was cheaper and more accessible in Hawaii. Maybe you can sell it at Costco-PLEASE!!!!!<br />I believe you will sell a lot forever......<br /><br />Thank you (Mahalo)<br />Aloha, Andrea"
4,Add this huckleberry topping to your basic ice cream recipe to make the world's tastiest ice cream flavor.  Cut down on the sugar in the base recipe as the topping is already sweet.
4,"I like really strong coffee, so when I got my Keurig there were a lot of coffees to try. As I have tried them there were only a few that I won't try again, although when I tried the Green Mountain extra bold dark magic I really found my favorite one. I like others but this one I love."
4,"I have purchased and tried all Happy Baby products and have liked them all (or at least my children have liked them all).  I really enjoy reading peoples' product reviews to see what they think of the products that I am thinking of buying.  I have to say I was a bit concerned about the number of negative reviews that were posted on the oatmeal cereal.  I bought it many years ago for my oldest child when she was a baby and we loved it, now we are buying it for my youngest child and she too is a big fan.  All of the negative reviews that I saw were 2010-2011 (back when I wasn't buying the product).  I don't know if things were changed, but my newest addition is enjoying the oatmeal just as much...if not more than my older one did.  I am really happy with the quality, quantity for the price and healthiness of the product.  We use the cereal as just plan cereal for the little one, but also got some great recipes off of the Happy Baby website and have made some other great snacks for the older one as well. It is a definite buy again and hope that Happy Baby continues to make such great, healthy products."
2,"While certainly edible, I don't think Jack Links brings a realistic competitor here with their version of the Slim Jim.  Honestly, there are some bites I take which remind me of dog food.  I know we are talking about meat sticks here and not fine dining, but the texture of these is just not right, almost too granular.  I know Slim Jims have that greasy taste but these guys have a bit of it too and I have to admit I kind of enjoy it.  Overall, in my opinion, Slim Jims are much much better than these guys, but to each his/her own!"
0,"Ordered over $1,000 worth of can goods for disaster prepardeness.  About 95% of all the cans had minor to major dents in them.  On phone with Amazon.com now to get this problem fixed.  House filled with boxes and dented cans.  Save yourself the trouble and go to store to buy can goods so that you can inspect them first.  UGH!!!"
4,"Spiced Chai must be the only Big Train Chai ""spiced"" enough to taste like Starbucks Chai. This stuff is awesome and I'll be ordering more shortly."
4,"I have been using Stash teas for years but this is the first organic tea I have tried. The only thing that I can say that is different, other than the fantastic pure taste, is that it takes a little longer to brew it. Which tells me that it is about as natural as you can get! A 5 star rating is not good enough for this tea, but it is the highest I could give it here. *smile*"
4,"but I know I like this coffee!  I like strong coffees (I normally buy Peets--YUM, or some Caffe Kimbo my husband likes).  I don't usually go to Starbucks for anything other than a green tea frappaccino for a treat--I don't get coffee there habitually.<br /><br />I also don't personally have the Tassimo machine but one of my co-workers has the machine and likes to brew up coffee for the rest of us once in awhile.  The other ones she has made were good but I do prefer a really strong cup, so I bought this coffee to try out (I bought her some of her favorite stuff too--carmel machi-something or other...more like a dessert to me).<br /><br />This is nice, strong and tasty.  The only commercial stuff we have in the building I work is Seattle's Best (ugh) and then stuff in vending machines...this is WAY better needless to say.  I may have to get one of these machines now that I found a coffee I enjoy.<br /><br />In any case, for those with the machine (or a co-worker like mine) and who like a nice strong, tasty cup of coffee, this is great.<br /><br />Recommended!!<br /><br />JTG"
4,"Love this Coffee!  If you like a strong, dark, rich tasting cup of coffee this coffee is for you.  Another plus is that this coffee is easy on the stomach (not too acidic).  I will be coming back to Amazon for more."
4,These pouches are so easy and convenient.  They taste great and are perfect for busy moms.
4,"The pet food industry can be one of the most infuriating as you start doing research and discovering what trash manufacturers (and the vets who get paid off by the manufacturers) push onto the unsuspecting public. For reference, don't ask your vet - do some Internet research at sites like, for example, [...]. What you'll find is that even the supposed ""high-end"" lines from basically every major supermarket label are horrible for your fuzzy friends. People who trust the marketing or trust their vets overpay and feed their cats foods that are full of carcinogens, cheap ingredients that are inappropriate for a cat's digestive system, and byproducts that provide nothing of value and are basically a way to make cheap profit off of literal garbage. It's a tragedy, as these same cats end up with shorter lifespans, kidney problems, UTIs, cancer, and a host of other issues, all of which could have been avoided by a high quality food.<br /><br />This is an A-Grade food. What you'll find here is very high protein content, many meats high on the list, flaxseed, good vitamins and antioxidants, and no grains, which is great as a cat is not an omnivore, it's a carnivore, and it simply does not need grains.<br /><br />What you will NOT find here is the kind of junk you'll see in things like Purina One and Science Diet - byproducts (aka beaks, feathers, bird feet), brewers rice (aka the waste product from making beer), wheat flour (a leading cause of pet allergies), corn gluten (a cheap waste of space), and things like ""liver flavor"" (because they don't want to pay for the real thing). I didn't just pull those ingredients out of the air - I was reading the ingredients list of Purina One. It's pathetic.<br /><br />Don't feed your cats trash. Pay a little more to feed them good food now, and they'll lead longer, healthier, more satisfied lives as a result. It's worth it."
4,"Received within just a few days... Works really well! I live in Hawaii, but was unable to find it in a store in our town. I was so happy to be able to order it online, and not have to drive an hour+ to get it. Works well to minimize pores, blemishes, and leaves skin looking refreshed."
4,I've never been disappointed in a Newman product.  They are always quality products.  These prunes are great.  I like to prepare a few days servings of prunes in yogurt.  The prunes get soft and juicy in the yogurt.  They are also great to snack on.
4,I only use pasta products made by Tinkyada. The pasta always comes out perfectly and non-celiac people can't tell the difference. I've used the spiral pastas for my veggie pasta salads and they turn out great. I eat Tinkyada pasta every week!
4,"Years ago on a visit to Spain with my wife we discovered manzanilla olives stuffed with anchovies.  When you can find them (the ones from Spain, nowhere else), BUY THEM.  They are an exceptional appetizer and a tasty snack that is good for you!  How special is that?"
4,"A light amber low glycemic sweetner great in coffee/teas and cooking - no more artificial sweetners for me!  Plus free shipping!<br /><br />And, it's organic, shipped to my doorstep at a lower price found in any grocery store."
4,"These are the best potato chips I've ever tasted.  It's easy to go through half of a bag without stopping.  The texture/crunchiness is just perfect, as is the salt and vinegar combination.  I don't know how they taste so much better than all of the other chips I've ever had, but they do.  And, judging from the nutrition facts, they seem to be healthier, too.  They're somewhat fibrous and have a good bit of potassium and vitamin c, which could be because they don't skin the potatoes and the chips are a bit thicker than normal.<br /><br />And if you like these, all of the Kettle chips are great."
4,"I LOVE these chips. I would buy them at home in Vermont all the time because they're my favorite. Now that I'm in New York, I wish I could find them in stores but I instead have to purchase them in bulk online. The salt and vinegar are my favorite snack ever, no other brand of chips compares."
4,The coffee is great because it is organic and decaf.  I received it in a very short amount of time too.  Very tasty when using my French Press.
4,"These are sticks with ribs protruding.  I am going to use the same review I did for another ZOE product, because it is as true for this product as it was for the other one:<br /><br />I have an older dog - Lab/Pit mix = and a puppy - Maltese/ShiTzu mix, about 5 months.  They fight to take these away from each other.  They growl when the other approaches.  It's funny to watch, and they are usually fairly good about sharing.  If Big steals from Little, Little finds Big's treat and steals it for herself.  And vice versa.  Not these.  They go to opposite ends of the house and glare balefully at t'other while they chew.  I would certainly buy these - if my local store carried them and I had a coupon and they were on sale.  I'd like both a coupon AND on sale, but for these, I might only require one; the dogs love them that much."
4,This is the best Hawaiian Bread EVER!!! Just a hint of sweetness.. It is very easy to make in the bread machines. In a couple of hours fresh hot sweetness..I love this stuff.. I just wish one of our local grocery stores would carry it.. But Thanks to AMAZON I can still
4,"You won't find any MSG, hydrogenated oils, or various things that most people can't pronounce and have no idea what it actually is in these chips.  What you WILL find, however, is a very flavorful chip that has enough flavor for eating plain, but not too much flavor for dipping.<br /><br />While I couldn't really taste a true ""olive"" flavor, I think that the olives mixed with the garlic salt provides a very subtle flavor that is more robust than plain salted chips.  Of course, not having an overpowering flavor is a good thing...<br /><br />Texture is important with the foods I eat, and these had a nice firm crispness to them.  Other various natural tortilla chips I've tried (including ""store brand"" Whole Foods chips) have an off-texture (not quite crisp, not quite stale) that have prevented me from repeated buys.  Not the case with these ones."
4,"I'm a mapleaholic and have bought many, many grade B syrups over the years. Many are really only good for baking and cooking uses, not so much for pancakes.<br /><br />This particular syrup is an exception. It has the intense maple flavor of Grade B syrups, but doesn't have the somewhat overpowering molasses overtones that too many of them have.<br /><br />This syrup is superb on pancakes, yet keeps its integrity in baking. I used it to make my maple walnut cake as well as a maple glaze and both came out perfectly.<br /><br />Considering how high maple syrup is in the grocery store, with Subscribe and Save, this was an excellent value, as well."
2,As stated in one of the reviews below...I guess I am one of those people who do not like floral flavors in my tea because I did not like this tea!
4,My small dog loves these. He waits at the closet door every day begging for one. I try to keep them on hand for him. They also are nice when I go away. It keeps him busy till I get home.
4,"Vegan. Organic. Fat Free. Semi-mashed style refried beans, contains some bean pieces and chunks. Great for burritos, for making black bean soup, as a bean base for other hearty soups or chilis, and for dips. Make a quick and easy organic chunky black bean veggie dip by adding one can of these organic refried black beans, one can of drained organic sweet corn kernals, and a half a can (or to taste) of your favorite organic salsa. Serve with blue, yellow, or white organic corn tortilla chips (or even all three!) Labeled 'vegan' right on the can. 385 calories, 24g protein, 0g fat per can. Made with water, organic black beans, and sea salt. Great value, especially for quality organic beans. Highly recommended. I have been very pleased with all the Natural Value products and continue to try more of their varieties, as I can. It is so great that these high quality organic products are available nationwide [thanks Amazon!] at affordable prices. Really a bonus when combined with an Amazon Prime two-day shipping subscription, especially to small towns and rural areas that may lack good alternatives. Every person no matter where they live or how wealthy they are should have access to affordable, 'clean,' & nutritious food. Natural Value is a 'family business' based in Sacramento, CA. No big hype, just great products and prices. Also really like <a href=""http://www.amazon.com/gp/product/B000LKXH5E"">Natural Value Organic Beans, Pinto, 15-Ounce Cans (Pack of 12)</a> and <a href=""http://www.amazon.com/gp/product/B001HTMSZI"">Natural Value Organic Beans Red Kidney, 15 Ounce Cans (Pack of 12)</a>. When we buy vegan products (especially products labeled vegan) from any company, we help the vegan part of their business grow. Few grocery stores (and not Amazon Grocery either) sells exclusively vegan products. Buying from companies that label products 'vegan' or have a vegan 'department' will help these compassionate places grow for everyone for whom this makes a difference and for all living beings. When one's heart is focused on helping goodness everywhere, it becomes filled with beauty. Happiness arises from supporting what one finds to be good. This review is out there for those for whom this makes a difference. See all of my reviews and the vegancompassion Profile for more great choices. Check out ""Vegan Grocery Favorites"" and ""Vegan Grocery Top Ten"" & all the other helpful ""Vegan Grocery"" Listmania. Your input counts and will be greatly appreciated to benefit the search of others. Thank you."
3,"This is a great product that I enjoy daily because I can adjust the fizz as well as the strength of the taste. I have my own formula for preparing this drink to meet my personal desire and I have no problem with the artificial sweetner.  The only problem here is the value.  Amazon sells it for more than Kohl's and Kohl's sells it for more than Bed Bath and Beyond.  I look forward to Amazon having a more competitive price so I can ""load-up"" in the near future (hint-hint).  Either way, I like the diet Lemon-Lime Soda mix better than diet 7up. 'Nuff said?"
4,"Looking for a stick-to-your-ribs, tasty stew with beef and potatoes (mostly)? This was it for me. Really satisfying. About 400 calories per can, 70% of your daily sodium requirement, and about 25 grams of protein (less than half of your minimum daily need).<br /><br />But what I look for in the canned staple foods I buy on Amazon is: will I actually want to eat it, or will it just stay in the carton until a year or two later when it gets ""donated"" to the next food for the needy drive.<br /><br />I'm gonna eat this! No doubt about it. Virtually all of these canned stews have too much sodium (table salt) in them, so you should have only one can per day as a meal. But they are a good, basic meal preferably along with some bread, fruit, berries, vegetables, cheese or other dairy products such as yogurt or sour cream.<br /><br />This stew will not supply all your vitamin needs. That's the reason for the recommendation for other foods to eat along with it (or you can take vitamin supplements).<br /><br />I've found buying canned stews and other foods on Amazon by the carton and getting a break on the shipping charges is a good deal. For my grocery shopping locally, now, all I need to get is dairy, fresh fruits and berries in season, and frozen foods. Fewer bags to bring home."
1,I personally think the price is high. I can get it a lot cheaper elsewhere so that is what I will do.
0,"I ordered ""Fresh Whole Rabbit"" four days before I left on a cross-country drive across America.  The package sat at my doorstep for three and a half weeks.  Upon my return, I found my box of ""Fresh Whole Rabbit"" was now growing into the pavement in front of my door.  My box of ""Fresh Whole Rabbit"" is now ""Rotten Gob of Rabbit Good-Coyote Attractor""."
4,"I am addicted to this stuff! It's excellent by itself, but even better on a salad with a balsamic vinaigrette and some bleu cheese. Can't be beat!"
0,"It tastes like a regular green tea, and not even a hint of Jasmine in it.  If you want a Jasmin tasting tea, this is not it. If you want a regular green tea, you can buy it. I wanted Jasmine tea, and I am very dissapointed."
4,"Unlike some of the other reviews, mine were not expired or not even close to being expired. These were carefully packaged.  This is just like buying from the store, just a lot cheaper at the price I paid.  I'm very happy with my purchased and saved about $4 total.  Another good buy from Amazon!"
4,"I love Kellogg's Raisin Bran and now there are no more sugar-coated raisins...so, it's even healthier...at this price, you cannot beat it....Amazon does it again!"
3,"Chocolate, honeyed pecans and bourbon.  What's not to like?  The aroma is fantastic.  The flavor is great.  My biggest complaint is the price (I am thrifty, and will splurge to $23 for 4 11/12 oz bags).  Coffee Masters makes incredible coffee (the toffee crunch is my favorite) but the price is generally prohibitive for me (typically $33 for 4 11/12 oz bags).  I got this on sale as an Amazon warehouse deal.  I am always watching them, and when they go on sale I buy Coffee Masters flavored coffees."
1,"I was eager to try these after I heard about them, but ended up being rather disappointed.  I love chocolate and marshmallows and thought this mix looked delicious, so I picked it over the other varieties available.  Unfortunately, the mini marshmallows are nothing like marshmallows -- I was expecting them to be like those found packaged with hot chocolate or in cereals, but they're solid little sugar pellets that are way too hard to chew comfortably.  The graham cracker pieces are also overly crunchy and unpleasant.  The coconut flakes, which I would generally imagine are hard to mess up, seem to be more sugar than coconut...they pretty much melt in your mouth, but not in the good way.  The milk chocolate candies are good (mine did not contain peanut butter as another reviewer mentioned), as are the cocoa roast almonds and honey roasted peanuts.<br /><br />I had been wanting to try the Chocolate Cherry mix, but after this experience, I'm not so sure.  Emerald had a good idea that was, unfortunately, shoddily executed and left me with the opinion that they should stick with what they know...nuts."
0,"i just received  my cans and should have listened to the reviews. i tried to be positive and go with the reviews who received the cans in perfect shape. what a mistake. ALL but 2 cans were severely dented. the other 2 still had dents. i don't think i could open them if i tried, but i would be afraid to eat the product anyway. i will not pay to send them back. they were wrapped well in bubble wrap so they weren't damaged in transit. they were sent out with the sender KNOWINGLY sending imperfect cans. they should be ashamed of themselves, and if they want them back they should pay for the shipping!  i WILL not be taken in again. i want my money back. this is the FIRST item from amazon i have not been happy with."
2,"Both of our dogs are adopted dogs.  One was at a shelter being fed raw meat when we got her and the other was in a foster home being fed Nutro.  We wanted a food that would be easy to transition to for both of them.  After a ton of debate, we landed on Prairie because it's supposed to be better for the dog.<br /><br />I justify the healthy food for dog thing by asking myself if I would eat McDonalds or Burger King every day and I personally would not, so why would I make my dogs eat the cheaper dog food that filled with all kinds of stuff that's not actually food?<br /><br />Both dogs transitioned to Prairie extremely well.  But after a few months, one of them started developing horrible gas (*farting*).  So we immediately thought it was the food.  We decided to switch their food and give them Rachael Ray's dog food.  The transition to that went fairly smooth as well.  However, after a few months of that we couldn't find it anywhere (not sure if they stopped making it).  So we switched again, this time to Nutro.  Not only did Nutro give them horrible gas, but their coats were less soft and they seemed to have almost no energy.  After trying a few other brands over the years, we ended up back at Prairie and are sticking with it (at least for now).  The dogs just seem to have more energy and better fur (even if they do still have gas). So I'd recommend trying it.<br /><br />We found it to be about $20 cheaper on amazon for a 30lb bag than at the local pet store."
4,This is the greeen tea to drink! It doesn't have the bitter after taste that some of the other green teas have and tastes very smooth. I have been drinking 3-4 cups a day for the past couple of weeks and it tastes wonderful either hot or iced. I am now spoiled for any other green teas! The price here with subscribe and save is much less expensive than at the local store.
4,"<a href=""http://www.amazon.com/gp/product/B001E53TMQ"">Crystal Light Sunrise Ruby Red Grapefruit, 3.4-Ounce Unit (Pack of 6)</a><br /><br />Not too sweet but not too sour. A lot like real pink grapefruit.<br /><br />I was buying this direct from Amazon looks like they only offer it through ""partners"" still good stuff.<br /><br />Thanks-mt"
3,"Here is what I am thinking about this coffee. The roasting seems darker than any other Ethiopian I have ever had. I think that reduces the distinctive African flavor of the brew, making the more flavorful aspects less distinctive. I taste and smell those aspects of Ethiopian in this roasting yet it is definitely been subdued. That is not a good thing in my book. Green Mountain Roasters Ethiopian Organic and Fair Trade is a lighter roast. I really prefer that. If you compare the beans side by side, this coffees' beans are darker and shinier. Not to the point of Starbucks but definitely in that direction. The local supermarket which carried it is now greatly reducing its GMRoasters stock for some reason. So, I am trying to find a replacement. As a an espresso, I can taste more of the characteristic flavors of Ethiopian. I am drinking it now and it is pretty good."
4,I did a lot of research before buying popcorn for my new machine.  I definately made THE BEST CHOICE by picking Great American All-In-One Portion Packs! Absolutely THE BEST!
4,"If you alternate K-cups instead of put them in like the picture it Holds 42!!!!  Great product, nicely constructed and saves counter space by going under the Kuerig!  I highly recommend this product to anyone needing a place for their K-cups!"
4,"Great flavor, perfect substitute for those avoiding soy.  Bottles arrived packaged/wrapped tightly and no leaking whatsoever.  Great purchase, quick delivery.  Will buy again for sure."
4,"Can't find these in the grocery store any more, so please keep them here on Amazon! Great snack!!  I Love them!!!"
3,I have finicky cats and they seem to like this stuff 80% of the time.  They actually like the chicken flavor the best.
4,"I was pleasantly surprised when we bought this cereal. I think it tastes better than the Peanut Butter Captain Crunch I used to enjoy. It is super crunchy and the peanut butter flavor is yummy. My 3 year old loves it and after all that is who I am trying to please! It is cheaper at my local grocery store for the 10.6 oz boxes, but Amazon has the 25 oz bags (3 packs) available, which gets me the most cereal for the least cost. Enjoy!!"
4,I am loving nutritional yeast flakes. It has kind of a cheesy flavor. there are other brands that have less cals. this has 70 cals for 1 & 1/2 tablespoons.
4,"This is an amazing salt. Slightly moist, which can be air dried, ground up in a coffee grinder and put in a salt shaker. Does not burn the tongue like table salt. Tastes fresh as the sea. I enjoy liberally, it helps prevent muscle cramps and charlie horses."
4,"My son LOVES the Ella's kitchen line of organic baby foods. By far his favorite has to be the Spinach, Apple and Rutabaga. I'm always tasting his foods before I give it to him and this is something I would eat! My son was EBF until 6 months, and I started out making his own organic baby food, but working full time and being a single mom it was taking up too much time that I could be spending with my son. I researched the Ella's kitchen organic baby food and decided to try it out, and we haven't found a kind he dislikes! This has made feeding time a joy for both of us."
4,Strong with a lot of personality and flavor. This is as close as a k-cup will get to a Starbucks cup of coffee. 30% cheaper than regular k-cups makes this an easy choice.
4,"This is one of the best flavored coffees I have tried,  I usually do not like flavored coffees,  but this one is great, when I serve it  to company they love it."
0,At first I too loved this shampoo. After only 2 weeks (washing 3 times a week) my hair started falling out in huge amounts. I quit using it and after a month there seems to be less fall out. My once thick native hair is now weak and thin. My daughter also had the same results.
4,"Someone gave me a bar as a gift.  I had no idea it would be this good.  Better than other orange/choc combos, it has a nice crunch to the peel bits. Yum."
4,"What I like most about this product is its unique taste. Just enough spiciness and sweetness to make it different but it goes with virtually anything. I haven't tried cooking with it but I can imagine it would add a lot to stews, soups, etc. It keeps well - the last bottle I had got lost in my pantry and was several years old when I found it and it still tasted great. It belongs along with the A1, Heinz 57, Worcestershire Sauce, Catsup, etc as a condiment staple."
2,"My hair dresser's salon bought a Keurig Machine, so I have been able to sample a variety of K-Cups. K-cups are about 10 times more expensive than a regularly brewed cup of coffee so I have never considered buying one for myself, but having a Keurig Machine at a hair salon makes sense! People have a variety of tastes and K-Cups can provide a nice variety and freshly made one at that.<br /><br />The salon has a nice variety of K-cups: Folders, Wolfgang Puck, Timothy's, and Green Mountain (that owns Keurig).<br /><br />Everyone's taste vary, but here is my assessment of the ones that I have tried so far. Wolfgang Puck was my second favorite. So far, I like Folgers the best.<br /><br />FOLGERS GOURMET<br />SELECTIONS LIVELY COLOMBIAN<br />Price per cup: 69 cents (package of 36 for $25)<br />Earthy flavor, fruity and nutty flavors come through.<br /><br />WOLFGANG PUCK CHEFS RESERVE COLOMBIAN DARK ROAST<br />Price per cup: 69 cents (package of 48 for $32.98)<br />A dark roast with caramel and earthy notes, slight burnt<br />and papery flavors.<br /><br />TIMOTHY'S DECAFFEINATED COLOMBIAN MEDIUM<br />Price per cup: 60 cents (package of 50 for $30)<br />A bit on the weak side, kind of papery, and less astringent than the others.<br /><br />Ali Julia review"
4,These are fine fine K cups. I like the BIG box. Less trips to the store. Coffee is divine with breakfast or any time!
3,"I am quite fond of these bars.  They aren't full of nasty ingredients like most commercial cereal bars.  The only downside is that they don't fill me up at all.  They are good as a snack, but I can't eat these for breakfast without being hungry soon afterwards."
4,These things are the best...  plain & simple!  Even Dark Chocolate-hating friends are asing me where to get these...
0,"This stuff smells great but it tastes like water.  I will not order it again, and I do not reccommend it.  I remembered it being better in the sample that came with my coffee maker."
1,"Ordered these and expecting the same type of dried strawberries found in grocery stores, but the seller should have labeled the item as candied strawberries instead of calling it dried strawberries. These are VERY sweet and come in bright red nugget-sized pieces - not at all as pictured. Also, no ingredients are listed on the package. Obviously besides being made of strawberries and sugar, there is no way of knowing whether there are other ingredients used (additives and/or preservatives). So disappointed."
4,"I just got this in the mail today, and I gotta be honest - I was kind of thinking this was going to be a mix with instructions on making pitchers of mojitos of the alcoholic variety.  But just for today, I decided to go ahead and actually make them the way they're supposed to be made.  I have to say, it's a nice, refreshing flavor.  Limeade is great, but that subtle kick of mint does make it just a bit more refreshing.  And since I made them sans alcohol, as instructed on the package, I poured some for my 4 and 6-year-old kids.  I thought the mint might throw them off, but they both remarked right away that they loved it.  So go ahead, order it and make a pitcher - it won't go to waste.<br /><br />And on another note, I'm still planning to do a little experimenting to see if I can make a grown up version of this in a blender with some water, ice, and light rum."
3,I loved this food for our puppy.  We just couldn't afford it anymore.  One bag barely lasted 3 weeks.  It's great quality though.
2,"For Indians living abroad, it is easy to taste home cooked food by trying this product. It is good in taste and also suitable for maintaing health. Once any one will try it, he/she will become a regular user of this product. <a href=""http://www.amazon.com/gp/product/B000LKTW5S"">Kitchens Of India Ready To Eat Pindi Chana, Chick Pea Curry, 10-Ounce Boxes (Pack of 6)</a>"
3,"Very, very yummy.  I had one burned piece in my bag, but these things are incredibly good.  They get only 4 stars because of the ridiculous cost.  Way too expensive.  They definitely cure the craving for buttered popcorn."
4,A great product.  Really appreciate the low sodium aspect and it is organic.  We eat instead of meat.  A must have for our household.  Am glad to have found this brand.
4,I make iced tea at work for the entire office. It used to be tea for me... but everyone loved the smell of my fruity tea so now its an office thing. As an office we used to go through about 3 gallons of tea a week. Now that we have the peach we go through 6! Everyone loves the delacate fruitiness and refreshingly not bitter taste of this wonderful peach tea. I highly recommend it!
4,"I don't use this tea for dieting but more so for a natural cleanse to keep the body free of harmful toxins.  It is very effective have used it for years!  First time users may experiece cramping but, after awhile they cease.  Great Effective Product!"
4,"This is THE ONLY Spaghetti I eat!<br /><br />This stuff is so good.  I make it a little different though.<br /><br />I brown the ground beef, drain it, then add the sauce and spices directly to the meat and let it cook with it.  I also mix about half a packet of the parmesean into the sauce as well.<br /><br />Also, leftovers taste even better!!!"
4,The chips came in a big box with great packaging so that none of the bags were squished. Overall i'm happy with the purchase and would order it again after I run out.
4,"I have tried many protein bars in the last few years and these by far are the best. My personal trainer/nutritionist recommended these if I ""absolutely had to"" have a protein bar (sometines I just don't have time to sit and eat a full meal). I have tried the vanilla, peanut butter, triple chocolate and cookies and cream - the vanilla and peanut butter are the best. It's like treating yourself to a big cookie that is good for you!"
4,"This is one of my favorite cakes. I originally ordered it for Christmas, but I liked it so much, I kept ordering it.  I like it for breakfast.  It is very moist and flavorful"
4,"Absoluley the best chips ever. Shared with my coworkers and they all loved it. One thought the pepper was a little strong, but he does not like anything spicy/peppery/hot etc....<br /><br />I do wish they could reduce the salt on them, but other than that I see nothing wrong. My delivery was fast and chips were very fresh!"
4,"We have an 18 year old tortoise shell cat and she loves Pinnacle.  She can't eat chunky/shredded wet food or dry food any longer and is quite finicky. It's a bit more expensive than dry or even the store bought brands, but the vet says that canned food is the only way to go with an older cat to make sure they are getting enough hydration."
4,"The health benefits are uncertain, but this is a nice variant of another favorite, Celestial Seasonings' Cranberry Apple Zinger. The Alvita tea is tart, light, and refreshing - and Alvita has a long history making healthful products that are also surprisingly good values."
4,"I am not much of a baker but I made these to bring into the office. They were a great hit. For this mix, all you have to add is a little water and you end up with yummy, chewy, coconut macaroons. The flavor is good - not too sweet or fake coconut tasting. I followed the optional directions on the box to dip in melted chocolate and they turned out great. Highly recommend."
4,"Almonds are one of the most healthy, satisfying foods you can find.  These are nice and spicy with the right snack size.  I debated getting these or the big tins, but the small bags helps me control the overeating and mindless snack munching."
4,"This is definitely the best pasta flour I have ever used, and I am pretty picky about texture and flavor. Thank you."
1,"I love Tazo Chai concentrate (just heat with milk) and this nothing close.  It has a very strong artificial taste.  It Smells good, but tastes strongly of powdered non-dairy creamer and way too much sweet and low (those pink packets of sweetener).  Too bad, because it is a great idea and I really wanted to like this."
